"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Ce1 Mn2 Bi1 O6)
Reduced Formula: CeMn2BiO6
abc   :   5.580707   5.740633   5.793474
angles: 118.445119  90.270126 119.825925
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ---------------------------------------------------------------------
  0  Mn    0.018165  0.658842  0.148515  [0.0055524930357933044, 0.00272977352142334, 0.0047333985567092896]
  1  Bi    0.23411   0.096342  0.795708  [0.003444291651248932, -0.0021324455738067627, -0.023019880056381226]
  2  O     0.287129  0.790782  0.948829  [0.016017884016036987, 0.005922287702560425, 0.005112826824188232]
  3  Mn    0.513594  0.65166   0.631423  [-0.004297647625207901, 0.009019587188959122, 0.027306728065013885]
  4  O     0.810983  0.58104   0.421027  [0.0033898651599884033, -0.011454734951257706, 0.011687397956848145]
  5  Ce    0.731812  0.089496  0.285637  [0.01807931810617447, -0.004111260175704956, 0.008726954460144043]
  6  O     0.688943  0.606769  0.948873  [-0.02662074565887451, 0.016637057065963745, 0.010622382164001465]
  7  O     0.151663  0.178451  0.453222  [-0.006241992115974426, -0.0011669844388961792, -0.03864646330475807]
  8  O     0.374345  0.812289  0.425134  [0.007293432950973511, -0.02300567552447319, -0.012606889009475708]
  9  O     0.861342  0.153785  0.93262   [-0.016617149114608765, 0.007562410086393356, 0.0060837529599666595]","CeMn2BiO6","('Bi', 'Ce', 'Mn', 'O')","0.08062121019480924","0","# generated using pymatgen
data_CeMn2BiO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.58070686
_cell_length_b   5.74063300
_cell_length_c   5.79347442
_cell_angle_alpha   118.44511945
_cell_angle_beta   90.27012575
_cell_angle_gamma   119.82592517
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeMn2BiO6
_chemical_formula_sum   'Ce1 Mn2 Bi1 O6'
_cell_volume   134.28993101
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.01816535  0.65884224  0.14851534  1
  Bi  Bi1  1  0.23410992  0.09634175  0.79570799  1
  O  O2  1  0.28712925  0.79078230  0.94882925  1
  Mn  Mn3  1  0.51359427  0.65166003  0.63142346  1
  O  O4  1  0.81098333  0.58104029  0.42102693  1
  Ce  Ce5  1  0.73181248  0.08949643  0.28563660  1
  O  O6  1  0.68894330  0.60676942  0.94887314  1
  O  O7  1  0.15166317  0.17845071  0.45322199  1
  O  O8  1  0.37434500  0.81228890  0.42513370  1
  O  O9  1  0.86134155  0.15378500  0.93262021  1
"
"Full Formula (Pr6 Pt4)
Reduced Formula: Pr3Pt2
abc   :   5.917741   7.074163   7.707689
angles: 100.067785  89.989201 114.718960
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Pt    0.607076  0.196499  0.72241   [-0.00991162657737732, 0.008382990956306458, 0.006535284221172333]
  1  Pr    0.31995   0.188857  0.086419  [0.01574021577835083, 0.0016900599002838135, 0.0008834749460220337]
  2  Pr    0.09997   0.18928   0.586712  [-0.01499456912279129, 0.0014999806880950928, 0.000263802707195282]
  3  Pr    0.981879  0.521644  0.992767  [-0.01073196530342102, 0.005454154685139656, 0.0006554838037118316]
  4  Pt    0.145664  0.847267  0.763239  [0.009283676743507385, -0.010982252657413483, -0.010321483016014099]
  5  Pt    0.932762  0.847816  0.263679  [-0.005840301513671875, -0.016038555651903152, -0.011808313429355621]
  6  Pr    0.770755  0.521822  0.492548  [0.010928124189376831, 0.0002273423015139997, 0.0013903051149100065]
  7  Pr    0.432872  0.854791  0.398923  [-0.017276795580983162, -0.0006969571113586426, 0.0017100758850574493]
  8  Pr    0.652782  0.854501  0.898819  [0.01627841591835022, -0.003185480833053589, -0.0008788108825683594]
  9  Pt    0.820173  0.196051  0.221836  [0.0065247416496276855, 0.013648636639118195, 0.011570170521736145]","Pr3Pt2","('Pr', 'Pt')","0.0","0","# generated using pymatgen
data_Pr3Pt2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.91774068
_cell_length_b   7.07416253
_cell_length_c   7.70768932
_cell_angle_alpha   100.06778482
_cell_angle_beta   89.98920097
_cell_angle_gamma   114.71896028
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pr3Pt2
_chemical_formula_sum   'Pr6 Pt4'
_cell_volume   287.62752566
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pt  Pt0  1  0.60707636  0.19649912  0.72241015  1
  Pr  Pr1  1  0.31995049  0.18885741  0.08641868  1
  Pr  Pr2  1  0.09997041  0.18927991  0.58671174  1
  Pr  Pr3  1  0.98187882  0.52164411  0.99276659  1
  Pt  Pt4  1  0.14566413  0.84726711  0.76323893  1
  Pt  Pt5  1  0.93276228  0.84781645  0.26367941  1
  Pr  Pr6  1  0.77075530  0.52182198  0.49254843  1
  Pr  Pr7  1  0.43287227  0.85479093  0.39892337  1
  Pr  Pr8  1  0.65278241  0.85450133  0.89881881  1
  Pt  Pt9  1  0.82017288  0.19605073  0.22183613  1
"
"Full Formula (Ba8 Pt1 Au3)
Reduced Formula: Ba8PtAu3
abc   :   4.745341   8.250303  15.430152
angles:  99.949590  89.996386  90.004401
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Ba    0.198447  0.892835  0.749794  [-0.0008374089375138283, -0.02273397520184517, -0.008604675531387329]
  1  Ba    0.698017  0.983466  0.523892  [0.001023965422064066, -0.011246617883443832, 0.02842964231967926]
  2  Ba    0.199803  0.302658  0.016149  [0.0005882964469492435, 0.013830684125423431, 0.046803221106529236]
  3  Ba    0.699737  0.546809  0.256887  [0.00015890545910224319, -0.009355565533041954, -0.03402718901634216]
  4  Ba    0.698342  0.365937  0.748217  [-8.82292806636542e-06, 0.016332630068063736, -0.022739306092262268]
  5  Ba    0.199359  0.046081  0.255948  [0.0021141665056347847, -0.007362814620137215, -0.04202602803707123]
  6  Ba    0.197932  0.457293  0.522167  [0.0014017054345458746, 0.01750294864177704, 0.016800060868263245]
  7  Pt    0.198188  0.175109  0.636344  [-8.539576083421707e-05, -0.003925066441297531, -0.008349212817847729]
  8  Ba    0.699832  0.801255  0.015072  [7.726607873337343e-05, 0.009272262454032898, 0.04368668794631958]
  9  Au    0.698139  0.674719  0.636305  [0.0004209531471133232, 0.003341205883771181, -0.004478999879211187]
 10  Au    0.199989  0.67466   0.136733  [-0.0015396792441606522, -0.0054845381528139114, -0.013135402463376522]
 11  Au    0.700015  0.174204  0.136048  [-0.003313949331641197, -0.0001711360819172114, -0.002358816098421812]","Ba8PtAu3","('Au', 'Ba', 'Pt')","0.0","0","# generated using pymatgen
data_Ba8PtAu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.74534070
_cell_length_b   8.25030288
_cell_length_c   15.43015236
_cell_angle_alpha   99.94958967
_cell_angle_beta   89.99638612
_cell_angle_gamma   90.00440141
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba8PtAu3
_chemical_formula_sum   'Ba8 Pt1 Au3'
_cell_volume   595.01260336
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.19844704  0.89283516  0.74979429  1
  Ba  Ba1  1  0.69801667  0.98346641  0.52389233  1
  Ba  Ba2  1  0.19980252  0.30265787  0.01614926  1
  Ba  Ba3  1  0.69973679  0.54680874  0.25688670  1
  Ba  Ba4  1  0.69834223  0.36593717  0.74821730  1
  Ba  Ba5  1  0.19935926  0.04608115  0.25594793  1
  Ba  Ba6  1  0.19793221  0.45729312  0.52216749  1
  Pt  Pt7  1  0.19818819  0.17510886  0.63634352  1
  Ba  Ba8  1  0.69983236  0.80125470  0.01507198  1
  Au  Au9  1  0.69813854  0.67471924  0.63630527  1
  Au  Au10  1  0.19998866  0.67466002  0.13673334  1
  Au  Au11  1  0.70001474  0.17420368  0.13604757  1
"
"Full Formula (Tb8 Pt3)
Reduced Formula: Tb8Pt3
abc   :   4.989601   6.762125   9.197433
angles: 100.269109 105.739147  89.996157
pbc   :       True       True       True
Sites (11)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ---------------------------------------------------------------------
  0  Tb    0.650866  0.936554  0.444183  [0.00584136787801981, 0.010332878679037094, 0.017597541213035583]
  1  Tb    0.108887  0.580231  0.360023  [-0.00489247590303421, -0.018750401213765144, -0.01782270520925522]
  2  Tb    0.981582  0.878681  0.105199  [-0.004728620871901512, -0.007115751504898071, -0.015698302537202835]
  3  Tb    0.727271  0.464322  0.596883  [0.0021733008325099945, 0.02255372330546379, 0.006339162588119507]
  4  Tb    0.90554   0.351923  0.953322  [-0.002374023199081421, -0.023976117372512817, -0.009006313979625702]
  5  Tb    0.282028  0.128483  0.706443  [-0.0037787649780511856, 0.013148471713066101, -0.012992102652788162]
  6  Pt    0.122286  0.170315  0.386923  [-0.009512856602668762, -0.0060472190380096436, -0.03471530228853226]
  7  Tb    0.350352  0.688766  0.842822  [0.0034526456147432327, -0.017354890704154968, 0.015444286167621613]
  8  Pt    0.816217  0.908858  0.77493   [0.0007593539776280522, -0.002023524371907115, -0.001076977699995041]
  9  Tb    0.524034  0.235326  0.190091  [0.003534061834216118, 0.019549483433365822, 0.014595087617635727]
 10  Pt    0.510116  0.644965  0.162084  [0.009525955654680729, 0.009683303534984589, 0.037335608154535294]","Tb8Pt3","('Pt', 'Tb')","0.0","0","# generated using pymatgen
data_Tb8Pt3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.98960077
_cell_length_b   6.76212454
_cell_length_c   9.19743325
_cell_angle_alpha   100.26910903
_cell_angle_beta   105.73914704
_cell_angle_gamma   89.99615672
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tb8Pt3
_chemical_formula_sum   'Tb8 Pt3'
_cell_volume   293.52216638
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.65086645  0.93655441  0.44418334  1
  Tb  Tb1  1  0.10888699  0.58023128  0.36002309  1
  Tb  Tb2  1  0.98158224  0.87868131  0.10519916  1
  Tb  Tb3  1  0.72727108  0.46432241  0.59688282  1
  Tb  Tb4  1  0.90554013  0.35192305  0.95332151  1
  Tb  Tb5  1  0.28202781  0.12848317  0.70644310  1
  Pt  Pt6  1  0.12228583  0.17031467  0.38692286  1
  Tb  Tb7  1  0.35035165  0.68876559  0.84282176  1
  Pt  Pt8  1  0.81621748  0.90885773  0.77493041  1
  Tb  Tb9  1  0.52403449  0.23532636  0.19009101  1
  Pt  Pt10  1  0.51011601  0.64496493  0.16208370  1
"
"Full Formula (Cu2 Pd1 O4)
Reduced Formula: Cu2PdO4
abc   :   2.988505   5.829299   6.080927
angles: 118.349070  94.751858  68.615931
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ------------------------------------------------------------------------
  0  Cu    0.809471  0.191414  0.886877  [-3.456271952018142e-05, 5.1215363782830536e-05, -8.456793148070574e-05]
  1  Pd    0.809468  0.691413  0.886875  [7.265480235219002e-05, -8.636503480374813e-06, -1.0127609129995108e-05]
  2  O     0.131027  0.97666   0.051611  [-0.015524588525295258, 0.00012072920799255371, -0.002907693386077881]
  3  O     0.867215  0.553153  0.148656  [0.0042471736669540405, -0.002852886915206909, 0.02835068106651306]
  4  Cu    0.309475  0.691409  0.386877  [-6.623694207519293e-05, 6.0937367379665375e-05, -1.527403946965933e-05]
  5  O     0.751724  0.829677  0.625097  [-0.004210740327835083, 0.002720177173614502, -0.028372913599014282]
  6  O     0.487912  0.406165  0.722138  [0.015516474843025208, -9.164214134216309e-05, 0.0030399560928344727]","Cu2PdO4","('Cu', 'O', 'Pd')","0.12663741818343427","0","# generated using pymatgen
data_Cu2PdO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98850460
_cell_length_b   5.82929936
_cell_length_c   6.08092658
_cell_angle_alpha   118.34907018
_cell_angle_beta   94.75185800
_cell_angle_gamma   68.61593147
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cu2PdO4
_chemical_formula_sum   'Cu2 Pd1 O4'
_cell_volume   86.28360685
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.80947109  0.19141397  0.88687693  1
  Pd  Pd1  1  0.80946835  0.69141312  0.88687531  1
  O  O2  1  0.13102725  0.97666039  0.05161112  1
  O  O3  1  0.86721488  0.55315339  0.14865618  1
  Cu  Cu4  1  0.30947484  0.69140941  0.38687661  1
  O  O5  1  0.75172447  0.82967692  0.62509746  1
  O  O6  1  0.48791177  0.40616466  0.72213817  1
"
"Full Formula (Eu2 Cu1 Ni1)
Reduced Formula: Eu2CuNi
abc   :   4.149233   4.206583   5.815026
angles:  90.033492 110.874521  89.998605
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Eu    0.760326  0.348643  0.634807  [0.0014124177396297455, 0.0014841295778751373, 0.0030508041381835938]
  1  Eu    0.042135  0.848795  0.198373  [0.009737633168697357, 0.0008886903524398804, 0.027202874422073364]
  2  Ni    0.342868  0.848968  0.799657  [-0.007858091965317726, -0.0019999246578663588, -0.019396260380744934]
  3  Cu    0.459603  0.349007  0.033572  [-0.003291982226073742, -0.0003728862793650478, -0.010857407003641129]","Eu2CuNi","('Cu', 'Eu', 'Ni')","0.0","0","# generated using pymatgen
data_Eu2CuNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.14923255
_cell_length_b   4.20658282
_cell_length_c   5.81502616
_cell_angle_alpha   90.03349203
_cell_angle_beta   110.87452125
_cell_angle_gamma   89.99860512
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Eu2CuNi
_chemical_formula_sum   'Eu2 Cu1 Ni1'
_cell_volume   94.83408341
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Eu  Eu0  1  0.76032567  0.34864252  0.63480744  1
  Eu  Eu1  1  0.04213478  0.84879541  0.19837291  1
  Ni  Ni2  1  0.34286753  0.84896799  0.79965681  1
  Cu  Cu3  1  0.45960287  0.34900685  0.03357196  1
"
"Full Formula (Pr1 In2 Au5)
Reduced Formula: PrIn2Au5
abc   :   4.110825   7.550676   7.549610
angles:  55.074174  74.174682  74.172380
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ---------------------------------------------------------------------
  0  In    0.671223  0.814936  0.825292  [-0.000601714476943016, -0.0013964250683784485, 0.006123729050159454]
  1  In    0.143268  0.343748  0.354852  [0.0016229460015892982, -0.006633449345827103, -0.010071888566017151]
  2  Au    0.291356  0.90891   0.491515  [0.011731309816241264, 0.005363345146179199, -0.03819223865866661]
  3  Pr    0.907937  0.078752  0.089661  [-0.004932008218020201, 0.0021405110601335764, 0.00707815820351243]
  4  Au    0.522963  0.677059  0.260651  [-0.00013550568837672472, 0.04467884823679924, 0.013936540111899376]
  5  Au    0.523556  0.250074  0.687696  [-0.013131536543369293, -0.011702015995979309, 0.04361087828874588]
  6  Au    0.291641  0.480066  0.92024   [0.003331391606479883, -0.03053005412220955, -0.014950383454561234]
  7  Au    0.906869  0.579492  0.590592  [0.002115112030878663, -0.0019207606092095375, -0.007534779608249664]","PrIn2Au5","('Au', 'In', 'Pr')","0.0","0","# generated using pymatgen
data_PrIn2Au5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.11082493
_cell_length_b   7.55067613
_cell_length_c   7.54960954
_cell_angle_alpha   55.07417397
_cell_angle_beta   74.17468232
_cell_angle_gamma   74.17238025
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PrIn2Au5
_chemical_formula_sum   'Pr1 In2 Au5'
_cell_volume   182.81742234
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.67122290  0.81493634  0.82529188  1
  In  In1  1  0.14326773  0.34374758  0.35485186  1
  Au  Au2  1  0.29135646  0.90891046  0.49151504  1
  Pr  Pr3  1  0.90793656  0.07875220  0.08966115  1
  Au  Au4  1  0.52296282  0.67705936  0.26065120  1
  Au  Au5  1  0.52355586  0.25007424  0.68769577  1
  Au  Au6  1  0.29164061  0.48006571  0.92024022  1
  Au  Au7  1  0.90686910  0.57949231  0.59059218  1
"
"Full Formula (Ca4 Cu4 Au2)
Reduced Formula: Ca2Cu2Au
abc   :   4.114508   7.158245   7.160784
angles:  89.994445  89.999784  89.996250
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Ca    0.141156  0.703556  0.465816  [0.0018642442300915718, 0.01800668239593506, 0.016471656039357185]
  1  Ca    0.141158  0.203627  0.328587  [0.0008689976530149579, 0.01909535564482212, -0.021426310762763023]
  2  Cu    0.641181  0.26545   0.02803   [-9.27368673728779e-05, -0.03345143795013428, -0.034013450145721436]
  3  Cu    0.641202  0.004465  0.527809  [-0.0004403138009365648, 0.0262509323656559, -0.02811048924922943]
  4  Ca    0.141126  0.066128  0.828344  [0.0012344906572252512, -0.01226978749036789, -0.011999135836958885]
  5  Cu    0.641347  0.765554  0.766471  [-0.002086011692881584, -0.029713990166783333, 0.02736569568514824]
  6  Au    0.641342  0.884848  0.147153  [-0.0006649112328886986, 0.0011509391479194164, -0.0003610197745729238]
  7  Cu    0.641355  0.504506  0.266162  [-0.002288014627993107, 0.03084072843194008, 0.033513832837343216]
  8  Ca    0.141234  0.566212  0.965735  [0.0008488371968269348, -0.019138481467962265, 0.016702936962246895]
  9  Au    0.641051  0.384989  0.646966  [0.0007554013282060623, -0.000770994636695832, 0.0018562907353043556]","Ca2Cu2Au","('Au', 'Ca', 'Cu')","0.029068575481004246","1","# generated using pymatgen
data_Ca2Cu2Au
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.11450755
_cell_length_b   7.15824494
_cell_length_c   7.16078356
_cell_angle_alpha   89.99444483
_cell_angle_beta   89.99978443
_cell_angle_gamma   89.99624973
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2Cu2Au
_chemical_formula_sum   'Ca4 Cu4 Au2'
_cell_volume   210.90407099
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.14115594  0.70355639  0.46581590  1
  Ca  Ca1  1  0.14115816  0.20362656  0.32858741  1
  Cu  Cu2  1  0.64118136  0.26544973  0.02802999  1
  Cu  Cu3  1  0.64120186  0.00446507  0.52780944  1
  Ca  Ca4  1  0.14112594  0.06612831  0.82834388  1
  Cu  Cu5  1  0.64134698  0.76555401  0.76647093  1
  Au  Au6  1  0.64134188  0.88484839  0.14715281  1
  Cu  Cu7  1  0.64135548  0.50450595  0.26616155  1
  Ca  Ca8  1  0.14123354  0.56621163  0.96573547  1
  Au  Au9  1  0.64105120  0.38498944  0.64696572  1
"
"Full Formula (Dy2 Er2 Si4 W4)
Reduced Formula: DyEr(SiW)2
abc   :   3.703349   7.283367   8.443766
angles:  89.999479  89.998500  89.999774
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Dy    0.842957  0.988061  0.418512  [0.001285303384065628, 0.006603064015507698, -0.03568318486213684]
  1  W     0.843128  0.567351  0.205434  [-0.0010034553706645966, -0.002648834139108658, -0.015409715473651886]
  2  Er    0.843121  0.488121  0.594749  [-0.0008383160457015038, 0.012646518647670746, 0.03346391022205353]
  3  Dy    0.342995  0.405917  0.918563  [0.0009411113569512963, -0.008421732112765312, -0.03582531213760376]
  4  W     0.343137  0.826549  0.705307  [-0.0010587922297418118, 0.002635873854160309, -0.01229383796453476]
  5  Si    0.842943  0.210942  0.119094  [0.0017407846171408892, 0.004541277885437012, -0.020475316792726517]
  6  Er    0.34311   0.905755  0.094574  [-0.00044012791477143764, -0.011541333049535751, 0.0377865731716156]
  7  Si    0.843202  0.712538  0.896191  [-0.0023053032346069813, -0.0012940764427185059, 0.026620108634233475]
  8  W     0.343001  0.32715   0.309927  [0.000664981547743082, -0.005198128521442413, 0.007946369238197803]
  9  W     0.842997  0.066787  0.809856  [0.0008165918989107013, 0.004121709614992142, 0.010329298675060272]
 10  Si    0.342926  0.182989  0.619098  [0.0018997250590473413, -0.0053281038999557495, -0.020543506368994713]
 11  Si    0.343163  0.681332  0.39633   [-0.001702501205727458, 0.0038838237524032593, 0.02408451959490776]","DyEr(SiW)2","('Dy', 'Er', 'Si', 'W')","0.0","1","# generated using pymatgen
data_DyEr(SiW)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.70334935
_cell_length_b   7.28336662
_cell_length_c   8.44376602
_cell_angle_alpha   89.99947942
_cell_angle_beta   89.99849969
_cell_angle_gamma   89.99977424
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyEr(SiW)2
_chemical_formula_sum   'Dy2 Er2 Si4 W4'
_cell_volume   227.75244296
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.84295654  0.98806121  0.41851195  1
  W  W1  1  0.84312794  0.56735079  0.20543359  1
  Er  Er2  1  0.84312102  0.48812096  0.59474931  1
  Dy  Dy3  1  0.34299513  0.40591677  0.91856268  1
  W  W4  1  0.34313683  0.82654905  0.70530663  1
  Si  Si5  1  0.84294267  0.21094246  0.11909360  1
  Er  Er6  1  0.34310965  0.90575478  0.09457380  1
  Si  Si7  1  0.84320215  0.71253780  0.89619095  1
  W  W8  1  0.34300061  0.32714969  0.30992711  1
  W  W9  1  0.84299700  0.06678722  0.80985625  1
  Si  Si10  1  0.34292634  0.18298884  0.61909777  1
  Si  Si11  1  0.34316322  0.68133155  0.39632981  1
"
"Full Formula (Mn1 Nb2 Ni2 H5)
Reduced Formula: MnNb2Ni2H5
abc   :   3.729704   5.166451   4.900652
angles:  81.652442 112.365642 111.159226
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Nb    0.165098  0.503238  0.577461  [-0.0006202561780810356, 0.00264585018157959, -0.0012098271399736404]
  1  H     0.251101  0.900317  0.353156  [-0.0055323997512459755, -0.0022070445120334625, -0.01408236101269722]
  2  Ni    0.762632  0.904623  0.371247  [0.00039957091212272644, -0.006151184439659119, 0.0008024871349334717]
  3  Mn    0.529379  0.054279  0.754949  [-0.00373014435172081, -0.003726974129676819, -0.008219869807362556]
  4  Ni    0.991785  0.749321  0.984721  [0.004024920053780079, 0.007348403334617615, 0.00938466563820839]
  5  Nb    0.362254  0.317874  0.157151  [-0.0032720938324928284, 0.006992504000663757, -0.007235012948513031]
  6  H     0.047411  0.082242  0.762989  [0.003719465807080269, 0.021741092205047607, 0.00895635038614273]
  7  H     0.617098  0.397351  0.587343  [-0.006975613534450531, -0.00793343223631382, -0.01576027274131775]
  8  H     0.484233  0.726921  0.991835  [7.16550275683403e-05, 0.007475733757019043, 0.00038611888885498047]
  9  H     0.839897  0.23346   0.196845  [0.011914953589439392, -0.026185061782598495, 0.02697768062353134]","MnNb2Ni2H5","('H', 'Mn', 'Nb', 'Ni')","0.10914206918849821","1","# generated using pymatgen
data_MnNb2Ni2H5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.72970386
_cell_length_b   5.16645128
_cell_length_c   4.90065206
_cell_angle_alpha   81.65244233
_cell_angle_beta   112.36564240
_cell_angle_gamma   111.15922607
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnNb2Ni2H5
_chemical_formula_sum   'Mn1 Nb2 Ni2 H5'
_cell_volume   81.43760369
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.16509828  0.50323752  0.57746144  1
  H  H1  1  0.25110068  0.90031747  0.35315633  1
  Ni  Ni2  1  0.76263189  0.90462289  0.37124696  1
  Mn  Mn3  1  0.52937878  0.05427905  0.75494862  1
  Ni  Ni4  1  0.99178540  0.74932093  0.98472079  1
  Nb  Nb5  1  0.36225364  0.31787435  0.15715081  1
  H  H6  1  0.04741079  0.08224187  0.76298872  1
  H  H7  1  0.61709767  0.39735144  0.58734300  1
  H  H8  1  0.48423319  0.72692056  0.99183451  1
  H  H9  1  0.83989680  0.23346040  0.19684464  1
"
