descriptor,property,R2,best_pca,model
mace,eps_electronic,-0.0008337516099794,25,gp
mace,eps_total,-0.0008387796616124,25,gp
mace,last phdos peak,0.5098168286475024,25,gp
orb,eps_electronic,-0.000831546369885,25,gp
orb,eps_total,-0.0008393236753928,25,gp
orb,last phdos peak,0.6350129640598117,25,gp
soap,eps_electronic,-0.0008352087590093,50,gp
soap,eps_total,-0.0008365666242606,50,gp
soap,last phdos peak,0.5128154528220552,50,gp
uma,eps_electronic,-0.0008333181371336,50,gp
uma,eps_total,-0.0008382028113862,50,gp
uma,last phdos peak,0.4900866968848274,50,gp
mace,eps_electronic,-0.0008344887787075,25,mtgp_2
mace,eps_total,-0.0008381477996698,25,mtgp_2
mace,last phdos peak,0.4647496142910929,25,mtgp_2
orb,eps_electronic,-0.0008314581480409,50,mtgp_2
orb,eps_total,-0.0008402427417847,50,mtgp_2
orb,last phdos peak,0.7935464839383123,50,mtgp_2
soap,eps_electronic,-0.0008365242002178,10,mtgp_2
soap,eps_total,-0.0008372118917762,10,mtgp_2
soap,last phdos peak,0.4234018020387914,10,mtgp_2
uma,eps_electronic,-0.0008319804504444,25,mtgp_2
uma,eps_total,-0.0008355572145395,25,mtgp_2
uma,last phdos peak,0.4642716982376242,25,mtgp_2
mace,eps_electronic,-0.0008352273180497,10,dgp
mace,eps_total,-0.00083778251215,10,dgp
mace,last phdos peak,0.1769880662470142,10,dgp
orb,eps_electronic,-0.0008330704722729,10,dgp
orb,eps_total,-0.0008345471742654,10,dgp
orb,last phdos peak,0.6893139891820457,10,dgp
soap,eps_electronic,-0.0008351406446692,25,dgp
soap,eps_total,-0.0008390012330433,25,dgp
soap,last phdos peak,0.3562506489932546,25,dgp
uma,eps_electronic,-0.0008345094800769,10,dgp
uma,eps_total,-0.0008384509780934,10,dgp
uma,last phdos peak,0.2951429172058467,10,dgp
