"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Zn9 Pd2)
Reduced Formula: Zn9Pd2
abc   :   4.181682   6.459735   6.531870
angles:  75.110798  89.678131  90.170087
pbc   :       True       True       True
Sites (11)
  #  SP            a         b         c  forces
---  ----  ---------  --------  --------  ----------------------------------------------------------------------
  0  Zn     0.480262  0.149215  0.022503  [-0.00423520989716053, -0.028141850605607033, 0.037593819200992584]
  1  Zn     0.486442  0.498136  0.701125  [-0.009225612506270409, -0.02167828008532524, 0.05608934909105301]
  2  Zn     0.467854  0.379841  0.311582  [0.017886832356452942, 0.013552770018577576, -0.005628816783428192]
  3  Zn     0.970971  0.098074  0.327234  [0.01856704242527485, 0.005649889819324017, -0.009058905765414238]
  4  Zn     0.48595   0.049713  0.64609   [-0.01252373680472374, 0.007387636695057154, -0.007950972765684128]
  5  Zn     0.968025  0.60723   0.345496  [0.021345105022192, 0.02605799399316311, -0.051277436316013336]
  6  Zn    -0.014696  0.781366  0.683619  [-0.013985887169837952, 0.001647457480430603, -0.02310887724161148]
  7  Zn     0.487758  0.735064  0.997349  [-0.01848764717578888, 0.008022509515285492, -0.0023629777133464813]
  8  Pd     0.469288  0.828693  0.366886  [0.023280933499336243, -0.02283182367682457, 0.04537331312894821]
  9  Pd    -0.017316  0.451831  0.016572  [-0.013099394738674164, -0.0018446441972628236, -0.015560309402644634]
 10  Zn     0.986037  0.225725  0.741224  [-0.00952245481312275, 0.012178318575024605, -0.024108216166496277]","Zn9Pd2","('Pd', 'Zn')","0.18269586372280214","0","# generated using pymatgen
data_Zn9Pd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18168213
_cell_length_b   6.45973548
_cell_length_c   6.53186982
_cell_angle_alpha   75.11079787
_cell_angle_beta   89.67813059
_cell_angle_gamma   90.17008723
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn9Pd2
_chemical_formula_sum   'Zn9 Pd2'
_cell_volume   170.51391805
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.48026185  0.14921469  0.02250298  1
  Zn  Zn1  1  0.48644157  0.49813565  0.70112499  1
  Zn  Zn2  1  0.46785397  0.37984050  0.31158184  1
  Zn  Zn3  1  0.97097098  0.09807371  0.32723413  1
  Zn  Zn4  1  0.48595048  0.04971293  0.64609035  1
  Zn  Zn5  1  0.96802455  0.60723043  0.34549627  1
  Zn  Zn6  1  -0.01469582  0.78136562  0.68361872  1
  Zn  Zn7  1  0.48775767  0.73506397  0.99734890  1
  Pd  Pd8  1  0.46928841  0.82869331  0.36688570  1
  Pd  Pd9  1  -0.01731578  0.45183075  0.01657168  1
  Zn  Zn10  1  0.98603660  0.22572536  0.74122398  1
"
"Full Formula (Cs1 K1 Ag1 Bi1 I6)
Reduced Formula: CsKAgBiI6
abc   :   8.334628   8.986815   8.411234
angles:  61.120677  70.264031  59.367157
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  I     0.570481  0.553243  0.5796    [-0.01097416877746582, 0.003912530839443207, 0.001347474753856659]
  1  Cs    0.00566   0.622049  0.223752  [-0.008170517161488533, -0.010322429239749908, 0.005670072510838509]
  2  Ag    0.365435  0.874975  0.278063  [0.003552517853677273, 0.004653561860322952, 0.010958218947052956]
  3  I     0.074661  0.472914  0.777203  [-0.0026253461837768555, 0.010840840637683868, -0.053428396582603455]
  4  I     0.467214  0.164726  0.201664  [0.001799246296286583, 0.010439775884151459, -0.0036615580320358276]
  5  I     0.003911  0.035579  0.77431   [-0.019519999623298645, -0.02335105836391449, 0.0026936866343021393]
  6  I     0.520685  0.710645  0.013525  [0.017749827355146408, -0.0030919723212718964, 0.020674917846918106]
  7  K     0.52937   0.141314  0.648692  [0.013117389753460884, -0.014815941452980042, 0.012638241052627563]
  8  Bi    0.777051  0.329649  0.933295  [-0.0016563087701797485, 0.0035670623183250427, -0.0010521411895751953]
  9  I     0.965027  0.055268  0.295548  [0.006727397441864014, 0.018167637288570404, 0.004159457981586456]","CsKAgBiI6","('Ag', 'Bi', 'Cs', 'I', 'K')","0.0","0","# generated using pymatgen
data_CsKAgBiI6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.33462808
_cell_length_b   8.98681479
_cell_length_c   8.41123382
_cell_angle_alpha   61.12067701
_cell_angle_beta   70.26403127
_cell_angle_gamma   59.36715669
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsKAgBiI6
_chemical_formula_sum   'Cs1 K1 Ag1 Bi1 I6'
_cell_volume   471.16072034
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  I  I0  1  0.57048076  0.55324311  0.57960017  1
  Cs  Cs1  1  0.00565991  0.62204946  0.22375216  1
  Ag  Ag2  1  0.36543473  0.87497497  0.27806260  1
  I  I3  1  0.07466143  0.47291421  0.77720290  1
  I  I4  1  0.46721450  0.16472647  0.20166353  1
  I  I5  1  0.00391092  0.03557927  0.77430994  1
  I  I6  1  0.52068477  0.71064452  0.01352546  1
  K  K7  1  0.52936986  0.14131357  0.64869188  1
  Bi  Bi8  1  0.77705126  0.32964893  0.93329477  1
  I  I9  1  0.96502713  0.05526828  0.29554801  1
"
"Full Formula (Pr2 Sn2 Hg2)
Reduced Formula: PrSnHg
abc   :   4.613645   5.885693   6.780114
angles:  95.741530  89.943816 112.947792
pbc   :       True       True       True
Sites (6)
  #  SP           a          b         c  forces
---  ----  --------  ---------  --------  ---------------------------------------------------------------------
  0  Pr    0.129853   0.863753  0.174027  [0.006773723289370537, 0.023492926731705666, -0.001117520034313202]
  1  Hg    0.192532  -0.018306  0.678441  [-0.010004419833421707, -0.04997827857732773, -0.014069456607103348]
  2  Sn    0.429928   0.46201   0.194393  [0.00708022341132164, 0.03358599916100502, 0.003723878413438797]
  3  Hg    0.825791   0.252429  0.434543  [0.005026065744459629, 0.03721953183412552, -0.002406325191259384]
  4  Pr    0.498512   0.592727  0.701036  [-0.006770975887775421, -0.0338931642472744, 0.0054674893617630005]
  5  Sn    0.813039   0.224865  0.928735  [-0.0021046120673418045, -0.010427037253975868, 0.008401919156312943]","PrSnHg","('Hg', 'Pr', 'Sn')","0.08767597318232451","0","# generated using pymatgen
data_PrSnHg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.61364470
_cell_length_b   5.88569318
_cell_length_c   6.78011437
_cell_angle_alpha   95.74153018
_cell_angle_beta   89.94381600
_cell_angle_gamma   112.94779176
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PrSnHg
_chemical_formula_sum   'Pr2 Sn2 Hg2'
_cell_volume   168.54431755
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.12985339  0.86375322  0.17402716  1
  Hg  Hg1  1  0.19253223  -0.01830610  0.67844059  1
  Sn  Sn2  1  0.42992823  0.46201032  0.19439333  1
  Hg  Hg3  1  0.82579084  0.25242908  0.43454307  1
  Pr  Pr4  1  0.49851163  0.59272682  0.70103632  1
  Sn  Sn5  1  0.81303919  0.22486507  0.92873526  1
"
"Full Formula (Li4 P2)
Reduced Formula: Li2P
abc   :   4.147108   4.645110   7.130655
angles:  58.081581  89.476912 116.544081
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  --------------------------------------------------------------------
  0  P     0.739146  0.06629   0.671648  [0.0010124859400093555, -0.027808114886283875, 0.03542453050613403]
  1  Li    0.211452  1.02003   0.907059  [0.008296161890029907, 0.009796924889087677, -0.01400161162018776]
  2  P     0.070542  0.715911  0.337642  [-0.0029458864592015743, 0.04258986562490463, -0.043848879635334015]
  3  Li    0.021493  0.633808  0.703373  [0.0008560721762478352, -0.009228572249412537, 0.017461195588111877]
  4  Li    0.393815  0.364328  0.399715  [-0.004463060759007931, 0.005372211337089539, -0.05269774794578552]
  5  Li    0.746941  0.067812  0.314703  [-0.002755777444690466, -0.020722266286611557, 0.057662494480609894]","Li2P","('Li', 'P')","0.06634782050711924","0","# generated using pymatgen
data_Li2P
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.14710800
_cell_length_b   4.64510998
_cell_length_c   7.13065508
_cell_angle_alpha   58.08158074
_cell_angle_beta   89.47691162
_cell_angle_gamma   116.54408096
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2P
_chemical_formula_sum   'Li4 P2'
_cell_volume   98.70677014
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  P  P0  1  0.73914645  0.06629044  0.67164759  1
  Li  Li1  1  0.21145239  1.02002569  0.90705931  1
  P  P2  1  0.07054215  0.71591077  0.33764205  1
  Li  Li3  1  0.02149280  0.63380789  0.70337334  1
  Li  Li4  1  0.39381467  0.36432776  0.39971498  1
  Li  Li5  1  0.74694086  0.06781214  0.31470342  1
"
"Full Formula (Cs2 Y1 Cu1 Cl6)
Reduced Formula: Cs2YCuCl6
abc   :   8.091494   7.364689  12.126911
angles:  64.491350  47.146858  59.574613
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ---------------------------------------------------------------------
  0  Cs    0.998196  0.105244  0.365155  [-0.003972160629928112, 0.004597475752234459, 0.004739284515380859]
  1  Cl    0.990405  0.577644  0.408664  [0.010639771819114685, -0.008839726448059082, -0.0017008166760206223]
  2  Cs    0.365325  0.638729  0.745564  [-0.004911676049232483, -0.004555057734251022, -0.010529767721891403]
  3  Cl    0.417855  0.174005  0.664603  [-0.039026711136102676, -0.017330551519989967, -0.010208185762166977]
  4  Cl    0.502694  0.112647  0.34049   [0.03280665725469589, -0.0011175572872161865, 0.0070416927337646484]
  5  Cl    0.907096  0.561975  0.127831  [0.0022061020135879517, -0.01315850019454956, -0.007518023252487183]
  6  Y     0.149333  0.35826   0.573245  [-0.008936315774917603, 0.0003422200679779053, 0.0009452812373638153]
  7  Cu    0.713981  0.825397  0.241949  [0.01717197149991989, -0.006245449185371399, -0.002296317368745804]
  8  Cl    0.984231  0.697064  0.670813  [0.03014412336051464, 0.01218927651643753, 0.0037257298827171326]
  9  Cl    0.841276  0.175349  0.771261  [-0.03612181544303894, 0.034117914736270905, 0.01580113172531128]","Cs2YCuCl6","('Cl', 'Cs', 'Cu', 'Y')","0.00657023120400781","0","# generated using pymatgen
data_Cs2YCuCl6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.09149434
_cell_length_b   7.36468889
_cell_length_c   12.12691129
_cell_angle_alpha   64.49135033
_cell_angle_beta   47.14685834
_cell_angle_gamma   59.57461266
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2YCuCl6
_chemical_formula_sum   'Cs2 Y1 Cu1 Cl6'
_cell_volume   452.55490951
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.99819612  0.10524422  0.36515467  1
  Cl  Cl1  1  0.99040454  0.57764402  0.40866380  1
  Cs  Cs2  1  0.36532450  0.63872950  0.74556445  1
  Cl  Cl3  1  0.41785530  0.17400455  0.66460333  1
  Cl  Cl4  1  0.50269434  0.11264714  0.34049012  1
  Cl  Cl5  1  0.90709623  0.56197458  0.12783117  1
  Y  Y6  1  0.14933326  0.35825966  0.57324521  1
  Cu  Cu7  1  0.71398106  0.82539745  0.24194911  1
  Cl  Cl8  1  0.98423086  0.69706406  0.67081329  1
  Cl  Cl9  1  0.84127550  0.17534888  0.77126120  1
"
"Full Formula (Li2 Mn1 F7)
Reduced Formula: Li2MnF7
abc   :   4.999105   6.967156   8.458007
angles:  39.178759  51.059433  49.177616
pbc   :       True       True       True
Sites (10)
  #  SP            a         b         c  forces
---  ----  ---------  --------  --------  -----------------------------------------------------------------------
  0  F      0.231733  0.351844  0.567396  [0.025009945034980774, 0.0022644251585006714, 0.004343882203102112]
  1  F     -0.166346  0.069149  0.305537  [-0.015021562576293945, -0.0022470951080322266, 0.005613550543785095]
  2  Li     0.352785  0.739587  0.277187  [0.0012279395014047623, 0.009625806473195553, -0.005550645291805267]
  3  Mn    -0.017786  0.427531  1.03645   [-0.007559821009635925, -0.0017632003873586655, 0.0022907555103302]
  4  F      0.442849  0.13634   1.05071   [-0.03983473777770996, 0.0009441077709197998, 0.004427239298820496]
  5  F      0.919236  0.441461  0.262009  [0.00461171381175518, 0.017373189330101013, 0.002024531364440918]
  6  F      0.157722  0.76341   0.762608  [-0.0003314018249511719, -0.007818102836608887, -0.0015228688716888428]
  7  Li     0.471164  0.903844  0.687529  [0.043835416436195374, 0.019283637404441833, -0.013661488890647888]
  8  F      0.501186  0.714973  0.015329  [0.028149843215942383, 0.00027298927307128906, -0.0011477619409561157]
  9  F     -0.061788  0.479157  0.793867  [-0.0400870144367218, -0.03793525695800781, 0.003182709217071533]","Li2MnF7","('F', 'Li', 'Mn')","0.12157275970605837","0","# generated using pymatgen
data_Li2MnF7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.99910523
_cell_length_b   6.96715638
_cell_length_c   8.45800685
_cell_angle_alpha   39.17875887
_cell_angle_beta   51.05943297
_cell_angle_gamma   49.17761588
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2MnF7
_chemical_formula_sum   'Li2 Mn1 F7'
_cell_volume   136.18731388
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  F  F0  1  0.23173271  0.35184368  0.56739561  1
  F  F1  1  -0.16634619  0.06914911  0.30553700  1
  Li  Li2  1  0.35278462  0.73958696  0.27718725  1
  Mn  Mn3  1  -0.01778606  0.42753084  1.03644524  1
  F  F4  1  0.44284920  0.13634040  1.05070795  1
  F  F5  1  0.91923585  0.44146095  0.26200892  1
  F  F6  1  0.15772219  0.76341014  0.76260797  1
  Li  Li7  1  0.47116374  0.90384364  0.68752928  1
  F  F8  1  0.50118611  0.71497327  0.01532948  1
  F  F9  1  -0.06178771  0.47915680  0.79386693  1
"
"Full Formula (Zn2 Cu3 Sb4)
Reduced Formula: Zn2Cu3Sb4
abc   :   4.429575   5.072828   9.970741
angles: 113.092758 111.014722  89.340225
pbc   :       True       True       True
Sites (9)
  #  SP            a         b         c  forces
---  ----  ---------  --------  --------  ----------------------------------------------------------------------
  0  Sb     0.763661  0.976139  0.465132  [0.023332888260483742, -0.0592275895178318, 0.017935119569301605]
  1  Sb     0.16456   0.421709  0.042868  [-0.014954105019569397, 0.04315037280321121, -0.019309476017951965]
  2  Zn     0.535748  0.515474  0.503486  [0.009972743690013885, -0.03168834000825882, 0.021772701293230057]
  3  Cu     0.902843  0.434605  0.746867  [-0.0040250904858112335, -0.01450749859213829, 0.004764596000313759]
  4  Zn     0.375086  0.134992  0.69185   [-0.002566918730735779, -0.025754209607839584, 0.004246518015861511]
  5  Cu     0.744458  0.743642  0.158314  [-0.02299109846353531, 0.03125210106372833, -0.012542083859443665]
  6  Cu    -0.079264  0.945616  0.767537  [-0.006232478655874729, -0.0014930889010429382, 0.0016840547323226929]
  7  Sb     0.502286  0.761147  0.872421  [-0.01565699651837349, 0.011038199067115784, 0.00020835548639297485]
  8  Sb     0.944805  0.313994  0.269691  [0.033121030777692795, 0.047229982912540436, -0.018759798258543015]","Zn2Cu3Sb4","('Cu', 'Sb', 'Zn')","0.11803365627489072","0","# generated using pymatgen
data_Zn2Cu3Sb4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.42957507
_cell_length_b   5.07282803
_cell_length_c   9.97074141
_cell_angle_alpha   113.09275758
_cell_angle_beta   111.01472157
_cell_angle_gamma   89.34022524
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn2Cu3Sb4
_chemical_formula_sum   'Zn2 Cu3 Sb4'
_cell_volume   190.19883376
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.76366150  0.97613870  0.46513218  1
  Sb  Sb1  1  0.16456018  0.42170864  0.04286823  1
  Zn  Zn2  1  0.53574765  0.51547390  0.50348574  1
  Cu  Cu3  1  0.90284309  0.43460513  0.74686692  1
  Zn  Zn4  1  0.37508573  0.13499174  0.69185049  1
  Cu  Cu5  1  0.74445837  0.74364214  0.15831429  1
  Cu  Cu6  1  -0.07926385  0.94561571  0.76753673  1
  Sb  Sb7  1  0.50228575  0.76114715  0.87242067  1
  Sb  Sb8  1  0.94480477  0.31399393  0.26969099  1
"
"Full Formula (Na5 Tl1)
Reduced Formula: Na5Tl
abc   :   6.070479   5.199044   8.805914
angles:  53.872041  63.753243  64.514847
pbc   :       True       True       True
Sites (6)
  #  SP           a          b         c  forces
---  ----  --------  ---------  --------  -----------------------------------------------------------------------
  0  Na    0.822831   0.441349  0.807818  [-0.012827582657337189, 0.020357627421617508, 0.009638305753469467]
  1  Na    0.518093   0.295067  0.61239   [-0.006304655224084854, -0.0069672781974077225, -0.0032681741286069155]
  2  Tl    0.517421   0.802613  0.110618  [-0.018651803955435753, -0.031227219849824905, -0.007123404182493687]
  3  Na    0.862464  -0.037451  0.274141  [-0.010168896988034248, 0.002168949693441391, -0.007878106087446213]
  4  Na    0.169898   0.616169  0.958743  [0.026073753833770752, 0.02086702175438404, 0.0012196879833936691]
  5  Na    0.211828   0.139197  0.421707  [0.02187918685376644, -0.00519909244030714, 0.007411690428853035]","Na5Tl","('Na', 'Tl')","0.0","0","# generated using pymatgen
data_Na5Tl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.07047934
_cell_length_b   5.19904356
_cell_length_c   8.80591402
_cell_angle_alpha   53.87204078
_cell_angle_beta   63.75324335
_cell_angle_gamma   64.51484735
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na5Tl
_chemical_formula_sum   'Na5 Tl1'
_cell_volume   195.74190771
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.82283066  0.44134872  0.80781819  1
  Na  Na1  1  0.51809331  0.29506683  0.61239024  1
  Tl  Tl2  1  0.51742071  0.80261259  0.11061850  1
  Na  Na3  1  0.86246371  -0.03745098  0.27414143  1
  Na  Na4  1  0.16989815  0.61616896  0.95874316  1
  Na  Na5  1  0.21182848  0.13919746  0.42170661  1
"
"Full Formula (Li3 Mg2 Ga1)
Reduced Formula: Li3Mg2Ga
abc   :   3.033739   4.564311   8.658595
angles:  89.930243 106.861488  90.074730
pbc   :       True       True       True
Sites (6)
  #  SP           a          b         c  forces
---  ----  --------  ---------  --------  --------------------------------------------------------------------
  0  Li    0.774201  -0.031791  0.138662  [0.02264653705060482, -0.004523606970906258, 0.012539055198431015]
  1  Li    0.298095   0.466772  1.00501   [-0.015459340065717697, 0.004809045232832432, 0.015258895233273506]
  2  Mg    0.309004   0.468924  0.657469  [0.019196197390556335, -0.0004935488104820251, 0.002510715276002884]
  3  Li    0.879558   0.967372  0.814821  [0.0192439965903759, 0.009083518758416176, -0.009372035972774029]
  4  Ga    0.14114    0.46792   0.302617  [-0.05404573306441307, 0.0023565683513879776, -0.017860010266304016]
  5  Mg    0.679131  -0.030266  0.456897  [0.008418340235948563, -0.01123197190463543, -0.0030766217969357967]","Li3Mg2Ga","('Ga', 'Li', 'Mg')","0.021149324500223582","0","# generated using pymatgen
data_Li3Mg2Ga
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.03373909
_cell_length_b   4.56431052
_cell_length_c   8.65859475
_cell_angle_alpha   89.93024296
_cell_angle_beta   106.86148807
_cell_angle_gamma   90.07473031
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3Mg2Ga
_chemical_formula_sum   'Li3 Mg2 Ga1'
_cell_volume   114.74035907
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.77420146  -0.03179125  0.13866173  1
  Li  Li1  1  0.29809458  0.46677187  1.00500656  1
  Mg  Mg2  1  0.30900414  0.46892381  0.65746912  1
  Li  Li3  1  0.87955781  0.96737157  0.81482075  1
  Ga  Ga4  1  0.14114033  0.46791962  0.30261730  1
  Mg  Mg5  1  0.67913130  -0.03026640  0.45689695  1
"
"Full Formula (Gd2 Ge7)
Reduced Formula: Gd2Ge7
abc   :   3.860630   3.970431  13.488642
angles:  98.338520  92.878798  90.086761
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Ge    0.976594  0.633592  0.806805  [-0.0372677743434906, 0.016181183978915215, 0.007835537195205688]
  1  Gd    0.425064  0.540956  0.591378  [0.00046779215335845947, -0.012058226391673088, -0.000734277069568634]
  2  Gd    0.497579  0.180567  0.90707   [-0.048963502049446106, 0.024932412430644035, 0.016983628273010254]
  3  Ge    0.367477  0.92957   0.358851  [0.037852391600608826, -0.023150824010372162, -0.009204797446727753]
  4  Ge    0.350411  0.370144  0.243238  [0.043786197900772095, -0.02002885192632675, -0.010080263018608093]
  5  Ge    0.008129  0.73683   0.015648  [-0.047379426658153534, 0.017521822825074196, 0.005308531224727631]
  6  Ge    0.892924  0.99311   0.480285  [0.023969050496816635, -0.02755424939095974, -0.005126461386680603]
  7  Ge    0.950833  0.08035   0.691628  [-0.018004246056079865, 0.00801075529307127, 0.004638604819774628]
  8  Ge    0.836833  0.292943  0.124734  [0.04553939029574394, 0.016145948320627213, -0.009620454162359238]","Gd2Ge7","('Gd', 'Ge')","0.10874184159294197","0","# generated using pymatgen
data_Gd2Ge7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86063030
_cell_length_b   3.97043061
_cell_length_c   13.48864231
_cell_angle_alpha   98.33851989
_cell_angle_beta   92.87879768
_cell_angle_gamma   90.08676123
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2Ge7
_chemical_formula_sum   'Gd2 Ge7'
_cell_volume   204.30681487
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ge  Ge0  1  0.97659425  0.63359235  0.80680517  1
  Gd  Gd1  1  0.42506363  0.54095589  0.59137832  1
  Gd  Gd2  1  0.49757940  0.18056732  0.90707020  1
  Ge  Ge3  1  0.36747662  0.92957046  0.35885093  1
  Ge  Ge4  1  0.35041082  0.37014420  0.24323817  1
  Ge  Ge5  1  0.00812916  0.73683009  0.01564824  1
  Ge  Ge6  1  0.89292391  0.99311031  0.48028490  1
  Ge  Ge7  1  0.95083346  0.08034972  0.69162801  1
  Ge  Ge8  1  0.83683267  0.29294337  0.12473439  1
"
