"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Sm1 Zn1 Ga1 Ag2)
Reduced Formula: SmZnGaAg2
abc   :   4.241244   4.246822   6.433626
angles: 109.281322 109.249788  90.011002
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Zn    0.186734  0.330325  0.858576  [0.003527691587805748, 0.003903064876794815, 0.012125283479690552]
  1  Ag    0.546675  0.1901    0.57865   [-0.0014346861280500889, -0.0013975901529192924, -0.002882901579141617]
  2  Sm    0.797705  0.941292  0.080924  [0.002408655360341072, 0.0024419892579317093, 0.005766145884990692]
  3  Ga    0.404019  0.547527  0.293826  [-0.0032982509583234787, -0.0031217429786920547, -0.010823383927345276]
  4  Ag    0.046866  0.690567  0.579334  [-0.0012034425744786859, -0.0018257342744618654, -0.004185112658888102]","SmZnGaAg2","('Ag', 'Ga', 'Sm', 'Zn')","0.0","0","# generated using pymatgen
data_SmZnGaAg2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.24124352
_cell_length_b   4.24682186
_cell_length_c   6.43362586
_cell_angle_alpha   109.28132186
_cell_angle_beta   109.24978774
_cell_angle_gamma   90.01100210
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmZnGaAg2
_chemical_formula_sum   'Sm1 Zn1 Ga1 Ag2'
_cell_volume   102.48958962
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.18673424  0.33032540  0.85857636  1
  Ag  Ag1  1  0.54667545  0.19009992  0.57865043  1
  Sm  Sm2  1  0.79770452  0.94129171  0.08092449  1
  Ga  Ga3  1  0.40401873  0.54752699  0.29382562  1
  Ag  Ag4  1  0.04686610  0.69056717  0.57933437  1
"
"Full Formula (Sm4 Cd3 Ga3)
Reduced Formula: Sm4(CdGa)3
abc   :   4.598756   6.063271  10.108721
angles:  89.800197  76.854591  67.709922
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  --------------------------------------------------------------------
  0  Sm    0.833115  0.901016  0.817745  [0.0020675845444202423, 0.010572243481874466, -0.007707923650741577]
  1  Cd    0.159172  0.021175  0.045772  [-0.0035329917445778847, -0.02345951646566391, 0.013556307181715965]
  2  Sm    0.594862  0.921518  0.274255  [0.003230886533856392, -0.010770346969366074, -0.015036158263683319]
  3  Sm    0.430269  0.453119  0.071393  [-0.001021871343255043, -0.023346103727817535, 0.005276933312416077]
  4  Cd    0.898563  0.0886    0.499882  [-0.006858288310468197, 0.03489882871508598, 0.022620942443609238]
  5  Cd    0.576245  0.49794   0.734418  [-0.0038678033743053675, -0.016082748770713806, 0.01640479266643524]
  6  Sm    0.198513  0.501277  0.486945  [-0.0025416333228349686, 0.005391281098127365, 0.01134270429611206]
  7  Ga    0.12944   0.300955  0.824869  [0.003471536561846733, 0.01631750911474228, -0.009158328175544739]
  8  Ga    0.430479  0.919465  0.604938  [0.0023258663713932037, 0.019766587764024734, -0.008235951885581017]
  9  Ga    0.872863  0.361523  0.278007  [0.006726766936480999, -0.013287728652358055, -0.02906329743564129]","Sm4(CdGa)3","('Cd', 'Ga', 'Sm')","0.0","0","# generated using pymatgen
data_Sm4(CdGa)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.59875578
_cell_length_b   6.06327084
_cell_length_c   10.10872065
_cell_angle_alpha   89.80019704
_cell_angle_beta   76.85459117
_cell_angle_gamma   67.70992208
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm4(CdGa)3
_chemical_formula_sum   'Sm4 Cd3 Ga3'
_cell_volume   252.89613764
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.83311483  0.90101568  0.81774465  1
  Cd  Cd1  1  0.15917190  0.02117458  0.04577240  1
  Sm  Sm2  1  0.59486218  0.92151827  0.27425509  1
  Sm  Sm3  1  0.43026923  0.45311854  0.07139297  1
  Cd  Cd4  1  0.89856338  0.08859953  0.49988222  1
  Cd  Cd5  1  0.57624458  0.49794033  0.73441822  1
  Sm  Sm6  1  0.19851267  0.50127696  0.48694527  1
  Ga  Ga7  1  0.12944050  0.30095457  0.82486878  1
  Ga  Ga8  1  0.43047880  0.91946531  0.60493826  1
  Ga  Ga9  1  0.87286335  0.36152336  0.27800665  1
"
"Full Formula (Ce2 Tm2 Se6)
Reduced Formula: CeTmSe3
abc   :   4.105989   8.204009   8.158863
angles:  94.968051  90.000711  89.999785
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Tm    0.998685  0.186082  0.692417  [0.0007461867644451559, -0.023438118398189545, 0.030468102544546127]
  1  Ce    0.998905  0.289621  0.167712  [-0.0012147203087806702, 0.007692534476518631, 0.008543342351913452]
  2  Se    0.498718  0.201082  0.452347  [0.00020760913321282715, 0.031114831566810608, 0.03710202872753143]
  3  Ce    0.498764  0.747657  0.925367  [-2.486583252903074e-05, -0.007179275155067444, -0.010127276182174683]
  4  Se    0.998684  0.836088  0.6407    [0.0006810261402279139, -0.027623683214187622, -0.038136325776576996]
  5  Tm    0.498699  0.85116   0.40062   [0.00026760261971503496, 0.023436538875102997, -0.028827331960201263]
  6  Se    0.998762  0.906088  0.170265  [-0.0004466178361326456, 0.006375918630510569, -0.005428425967693329]
  7  Se    0.49887   0.54643   0.232898  [-0.00012968224473297596, 0.005889040417969227, 0.002969786524772644]
  8  Se    0.498771  0.131231  0.922759  [-0.00025001703761518, -0.007367784157395363, 0.00654960423707962]
  9  Se    0.998774  0.490876  0.860161  [0.0001634359359741211, -0.008900010958313942, -0.0031135194003582]","CeTmSe3","('Ce', 'Se', 'Tm')","0.0","0","# generated using pymatgen
data_CeTmSe3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.10598855
_cell_length_b   8.20400852
_cell_length_c   8.15886323
_cell_angle_alpha   94.96805120
_cell_angle_beta   90.00071063
_cell_angle_gamma   89.99978454
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeTmSe3
_chemical_formula_sum   'Ce2 Tm2 Se6'
_cell_volume   273.80339879
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.99868527  0.18608237  0.69241729  1
  Ce  Ce1  1  0.99890545  0.28962071  0.16771183  1
  Se  Se2  1  0.49871838  0.20108205  0.45234696  1
  Ce  Ce3  1  0.49876395  0.74765708  0.92536671  1
  Se  Se4  1  0.99868436  0.83608780  0.64069957  1
  Tm  Tm5  1  0.49869862  0.85115978  0.40061977  1
  Se  Se6  1  0.99876215  0.90608773  0.17026480  1
  Se  Se7  1  0.49887007  0.54642980  0.23289769  1
  Se  Se8  1  0.49877105  0.13123085  0.92275902  1
  Se  Se9  1  0.99877413  0.49087592  0.86016118  1
"
"Full Formula (Sr1 Ca2 Zn3)
Reduced Formula: SrCa2Zn3
abc   :   4.490588   6.250766   6.256324
angles: 100.614403  89.989209  89.998422
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Zn    0.649941  0.475125  0.908984  [-0.0006624362431466579, 0.012590460479259491, -0.010032601654529572]
  1  Ca    0.149952  0.864923  0.973742  [6.959302118048072e-05, 0.009087791666388512, -0.013386132195591927]
  2  Ca    0.14988   0.260309  0.579475  [0.00033521963632665575, -0.016102327033877373, 0.013022636994719505]
  3  Sr    0.64991   0.722511  0.43643   [-0.0001704934984445572, -0.023863226175308228, -0.016527175903320312]
  4  Zn    0.649951  0.194236  0.190433  [-0.0006596450693905354, -0.005306188017129898, 0.0098910853266716]
  5  Zn    0.149865  0.39406   0.108747  [0.0010877588065341115, 0.023593494668602943, 0.017032193019986153]","SrCa2Zn3","('Ca', 'Sr', 'Zn')","0.0881647202105631","0","# generated using pymatgen
data_SrCa2Zn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.49058752
_cell_length_b   6.25076641
_cell_length_c   6.25632391
_cell_angle_alpha   100.61440278
_cell_angle_beta   89.98920939
_cell_angle_gamma   89.99842163
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrCa2Zn3
_chemical_formula_sum   'Sr1 Ca2 Zn3'
_cell_volume   172.60769787
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.64994145  0.47512544  0.90898364  1
  Ca  Ca1  1  0.14995215  0.86492313  0.97374223  1
  Ca  Ca2  1  0.14988001  0.26030850  0.57947545  1
  Sr  Sr3  1  0.64991000  0.72251103  0.43643039  1
  Zn  Zn4  1  0.64995138  0.19423613  0.19043290  1
  Zn  Zn5  1  0.14986547  0.39405954  0.10874722  1
"
"Full Formula (Sm2 Ni2 P2)
Reduced Formula: SmNiP
abc   :   3.960523   3.960054   7.367476
angles: 105.589497 105.589158  90.000067
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  P     0.239505  0.597986  0.051865  [-0.0024678062181919813, 0.0010536983609199524, 0.0014965631999075413]
  1  P     0.989604  0.848173  0.551833  [-0.0008154986426234245, -0.0004012871067970991, 0.004076523240655661]
  2  Sm    0.407206  0.265704  0.387092  [-0.009873542934656143, -0.009479174390435219, -0.03363031521439552]
  3  Ni    0.821977  0.680627  0.216853  [0.012343792244791985, 0.011446367017924786, 0.04063732177019119]
  4  Ni    0.072173  0.430743  0.71699   [0.007074748165905476, 0.00937451608479023, 0.034335944801568985]
  5  Sm    0.656916  0.015707  0.887284  [-0.006261706352233887, -0.011994145810604095, -0.04691591113805771]","SmNiP","('Ni', 'P', 'Sm')","0.023630319606272345","0","# generated using pymatgen
data_SmNiP
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.96052336
_cell_length_b   3.96005429
_cell_length_c   7.36747610
_cell_angle_alpha   105.58949728
_cell_angle_beta   105.58915768
_cell_angle_gamma   90.00006720
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmNiP
_chemical_formula_sum   'Sm2 Ni2 P2'
_cell_volume   106.88012023
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  P  P0  1  0.23950484  0.59798601  0.05186513  1
  P  P1  1  0.98960414  0.84817344  0.55183301  1
  Sm  Sm2  1  0.40720650  0.26570427  0.38709237  1
  Ni  Ni3  1  0.82197717  0.68062665  0.21685348  1
  Ni  Ni4  1  0.07217292  0.43074266  0.71699044  1
  Sm  Sm5  1  0.65691610  0.01570718  0.88728412  1
"
"Full Formula (Zn1 Pd1 Au6)
Reduced Formula: ZnPdAu6
abc   :   4.772710   5.804510   5.803846
angles: 119.965233  89.993480  89.993091
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Au    0.869306  0.689663  0.820695  [-0.0006078688311390579, 0.004650627262890339, 0.019509341567754745]
  1  Au    0.369148  0.02637   0.990977  [0.004888973198831081, -0.00522279879078269, 0.010995501652359962]
  2  Au    0.869498  0.689424  0.327953  [-0.0015724326949566603, 0.011651509441435337, -0.019618859514594078]
  3  Pd    0.869288  0.192021  0.825596  [-0.0002970559289678931, -0.00102428428363055, -0.001952317776158452]
  4  Au    0.369402  0.521944  0.990805  [-0.00037681206595152617, 0.015925612300634384, 0.0013703894801437855]
  5  Zn    0.369425  0.524811  0.492587  [0.001069147139787674, 0.00045241788029670715, -0.002259904518723488]
  6  Au    0.869676  0.196617  0.327736  [-0.005767779890447855, -0.01829482428729534, 0.006111604161560535]
  7  Au    0.369369  0.026363  0.495394  [0.002663832390680909, -0.00813828781247139, -0.014155767858028412]","ZnPdAu6","('Au', 'Pd', 'Zn')","0.0","0","# generated using pymatgen
data_ZnPdAu6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.77270999
_cell_length_b   5.80451011
_cell_length_c   5.80384631
_cell_angle_alpha   119.96523333
_cell_angle_beta   89.99347962
_cell_angle_gamma   89.99309103
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnPdAu6
_chemical_formula_sum   'Zn1 Pd1 Au6'
_cell_volume   139.29296453
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.86930583  0.68966291  0.82069515  1
  Au  Au1  1  0.36914790  0.02636969  0.99097683  1
  Au  Au2  1  0.86949819  0.68942366  0.32795321  1
  Pd  Pd3  1  0.86928826  0.19202120  0.82559604  1
  Au  Au4  1  0.36940153  0.52194444  0.99080470  1
  Zn  Zn5  1  0.36942462  0.52481119  0.49258745  1
  Au  Au6  1  0.86967633  0.19661736  0.32773604  1
  Au  Au7  1  0.36936866  0.02636264  0.49539399  1
"
"Full Formula (Ba4 Na2 Li4)
Reduced Formula: Ba2NaLi2
abc   :   5.845665   7.789753   9.424496
angles:  87.869455  89.996426  89.984134
pbc   :       True       True       True
Sites (10)
  #  SP           a          b         c  forces
---  ----  --------  ---------  --------  -----------------------------------------------------------------------
  0  Li    0.288298   0.18828   0.454508  [0.0004938928177580237, 0.002680809237062931, 0.0033577904105186462]
  1  Ba    0.788602   1.00554   0.188564  [-0.0014538653194904327, 0.04162314534187317, 0.024377400055527687]
  2  Ba    0.788305   0.47267   0.453286  [0.0001910841092467308, 0.030398249626159668, -0.020073112100362778]
  3  Li    0.788479   0.008265  0.578162  [-0.00037486152723431587, 0.026251696050167084, 0.024161137640476227]
  4  Ba    0.288332  -0.00072   0.830162  [-0.00011283073399681598, -0.029750395566225052, 0.019842684268951416]
  5  Li    0.788343   0.283928  0.829133  [-0.00043346546590328217, -0.003972809761762619, -0.004296301864087582]
  6  Na    0.2885     0.791267  0.453504  [-0.0005670938408002257, 0.013781050220131874, -0.012332255952060223]
  7  Na    0.788146   0.680863  0.829828  [0.0006651254370808601, -0.014499252662062645, 0.012666450813412666]
  8  Ba    0.28816    0.466231  0.094812  [0.00112191925290972, -0.040798068046569824, -0.023715011775493622]
  9  Li    0.288127   0.463675  0.705249  [0.00047010992420837283, -0.02571439929306507, -0.02398877590894699]","Ba2NaLi2","('Ba', 'Li', 'Na')","0.07900906730101623","0","# generated using pymatgen
data_Ba2NaLi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.84566487
_cell_length_b   7.78975309
_cell_length_c   9.42449641
_cell_angle_alpha   87.86945519
_cell_angle_beta   89.99642561
_cell_angle_gamma   89.98413366
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2NaLi2
_chemical_formula_sum   'Ba4 Na2 Li4'
_cell_volume   428.85987844
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.28829826  0.18828032  0.45450752  1
  Ba  Ba1  1  0.78860238  1.00554364  0.18856369  1
  Ba  Ba2  1  0.78830463  0.47266968  0.45328574  1
  Li  Li3  1  0.78847879  0.00826536  0.57816204  1
  Ba  Ba4  1  0.28833158  -0.00072009  0.83016222  1
  Li  Li5  1  0.78834310  0.28392766  0.82913285  1
  Na  Na6  1  0.28850036  0.79126693  0.45350399  1
  Na  Na7  1  0.78814644  0.68086316  0.82982763  1
  Ba  Ba8  1  0.28815991  0.46623101  0.09481206  1
  Li  Li9  1  0.28812690  0.46367492  0.70524858  1
"
"Full Formula (Mg2 Al6 Ag2)
Reduced Formula: MgAl3Ag
abc   :   4.077403   5.903064   7.763485
angles: 100.546209 105.220764  89.995190
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Mg    0.169407  0.265892  0.449313  [-0.002826360985636711, 0.012677902355790138, -0.012586530297994614]
  1  Mg    0.374242  0.369379  0.858191  [-0.0040068491362035275, -0.0036493130028247833, -0.0113300159573555]
  2  Al    0.971373  0.153949  0.053059  [0.0013137934729456902, -0.012884151190519333, 0.005395503714680672]
  3  Al    0.567288  0.956855  0.24527   [0.010953165590763092, 0.020149292424321175, 0.02889355830848217]
  4  Al    0.172374  0.769146  0.45496   [-0.0021686642430722713, -0.002105439780279994, -0.006225646939128637]
  5  Al    0.772414  0.580367  0.65479   [-0.0009605297818779945, -0.015640605241060257, -0.0005550570785999298]
  6  Al    0.976369  0.674138  0.062442  [0.0012796670198440552, -0.03660409152507782, 0.01869383454322815]
  7  Al    0.370216  0.862336  0.850667  [-0.002330111339688301, 0.024057552218437195, -0.014935735613107681]
  8  Ag    0.774218  0.071473  0.658094  [-0.002907642163336277, -0.022853830829262733, -0.005140895955264568]
  9  Ag    0.568817  0.462246  0.24852   [0.0016535520553588867, 0.036852672696113586, -0.002209007740020752]","MgAl3Ag","('Ag', 'Al', 'Mg')","0.1803131105943474","0","# generated using pymatgen
data_MgAl3Ag
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.07740345
_cell_length_b   5.90306442
_cell_length_c   7.76348514
_cell_angle_alpha   100.54620887
_cell_angle_beta   105.22076392
_cell_angle_gamma   89.99518997
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgAl3Ag
_chemical_formula_sum   'Mg2 Al6 Ag2'
_cell_volume   177.03331340
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.16940727  0.26589155  0.44931319  1
  Mg  Mg1  1  0.37424235  0.36937948  0.85819084  1
  Al  Al2  1  0.97137281  0.15394938  0.05305887  1
  Al  Al3  1  0.56728775  0.95685474  0.24527019  1
  Al  Al4  1  0.17237425  0.76914643  0.45496023  1
  Al  Al5  1  0.77241408  0.58036716  0.65479004  1
  Al  Al6  1  0.97636948  0.67413795  0.06244203  1
  Al  Al7  1  0.37021559  0.86233590  0.85066668  1
  Ag  Ag8  1  0.77421809  0.07147333  0.65809360  1
  Ag  Ag9  1  0.56881699  0.46224612  0.24851966  1
"
"Full Formula (Ce2 Cu2 Ge2)
Reduced Formula: CeCuGe
abc   :   4.257149   4.258083   6.762542
angles:  90.002900  89.999506  90.000018
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Cu    0.3876    0.25397   0.435868  [-0.00021768733859062195, 0.0004322131280787289, 0.0018914607353508472]
  1  Cu    0.887795  0.754069  0.435859  [0.0001566568826092407, -0.00025243658456020057, 0.0020383016671985388]
  2  Ce    0.387735  0.75397   0.117667  [-0.0017685014754533768, 0.0009857751429080963, -0.039888203144073486]
  3  Ce    0.887654  0.254047  0.754195  [0.0018342494731768966, -0.00012451360817067325, 0.03675168752670288]
  4  Ge    0.387809  0.754026  0.646498  [-0.002342591993510723, -0.00027529208455234766, 0.016676291823387146]
  5  Ge    0.887583  0.254045  0.225311  [0.0023378359619528055, -0.0007657830137759447, -0.017469480633735657]","CeCuGe","('Ce', 'Cu', 'Ge')","0.0075205046255902375","0","# generated using pymatgen
data_CeCuGe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.25714907
_cell_length_b   4.25808300
_cell_length_c   6.76254229
_cell_angle_alpha   90.00290031
_cell_angle_beta   89.99950572
_cell_angle_gamma   90.00001848
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeCuGe
_chemical_formula_sum   'Ce2 Cu2 Ge2'
_cell_volume   122.58659264
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.38760012  0.25396988  0.43586787  1
  Cu  Cu1  1  0.88779455  0.75406911  0.43585878  1
  Ce  Ce2  1  0.38773490  0.75396963  0.11766699  1
  Ce  Ce3  1  0.88765386  0.25404738  0.75419474  1
  Ge  Ge4  1  0.38780853  0.75402612  0.64649773  1
  Ge  Ge5  1  0.88758276  0.25404503  0.22531061  1
"
"Full Formula (La2 Cd1 Ga4 Au2)
Reduced Formula: La2Cd(Ga2Au)2
abc   :   6.103590   6.153067   6.157015
angles: 119.725969  90.823988  89.193602
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  La    0.385378  0.253316  0.340072  [-0.02877458930015564, -0.010371214710175991, 0.02064776048064232]
  1  La    0.077263  0.921599  0.67214   [0.029331237077713013, 0.010523154400289059, -0.018533263355493546]
  2  Ga    0.57714   0.230443  0.829811  [0.014076308347284794, 0.00851748138666153, -0.04105447232723236]
  3  Ga    0.885862  0.944464  0.183307  [-0.01765899918973446, -0.006327509880065918, 0.035245198756456375]
  4  Au    0.574212  0.779759  0.814254  [-0.030180875211954117, 0.005755953956395388, -0.01182822696864605]
  5  Au    0.888132  0.395287  0.197904  [0.03538890928030014, -0.007630007807165384, 0.015366444364190102]
  6  Ga    0.885959  0.410705  0.64856   [-0.018087534233927727, -0.027633637189865112, 0.02516276016831398]
  7  Cd    0.231378  0.587539  0.006049  [0.00022202893160283566, -0.0010181348770856857, 0.0010025263763964176]
  8  Ga    0.576755  0.764409  0.363846  [0.01568346470594406, 0.0281839556992054, -0.026008732616901398]","La2Cd(Ga2Au)2","('Au', 'Cd', 'Ga', 'La')","0.0","0","# generated using pymatgen
data_La2Cd(Ga2Au)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.10358999
_cell_length_b   6.15306692
_cell_length_c   6.15701518
_cell_angle_alpha   119.72596889
_cell_angle_beta   90.82398801
_cell_angle_gamma   89.19360216
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La2Cd(Ga2Au)2
_chemical_formula_sum   'La2 Cd1 Ga4 Au2'
_cell_volume   200.77593884
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.38537837  0.25331611  0.34007176  1
  La  La1  1  0.07726312  0.92159923  0.67213952  1
  Ga  Ga2  1  0.57713979  0.23044340  0.82981108  1
  Ga  Ga3  1  0.88586176  0.94446449  0.18330746  1
  Au  Au4  1  0.57421179  0.77975883  0.81425364  1
  Au  Au5  1  0.88813175  0.39528702  0.19790377  1
  Ga  Ga6  1  0.88595919  0.41070456  0.64856015  1
  Cd  Cd7  1  0.23137802  0.58753891  0.00604913  1
  Ga  Ga8  1  0.57675489  0.76440876  0.36384563  1
"
