"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Rb3 Nd1 I6)
Reduced Formula: Rb3NdI6
abc   :   9.272994   9.449944   8.579780
angles:  62.296345  61.068214  62.672511
pbc   :       True       True       True
Sites (10)
  #  SP           a          b         c  forces
---  ----  --------  ---------  --------  ---------------------------------------------------------------------
  0  I     0.946413   0.148641  0.732309  [0.012952178716659546, -0.0003076959401369095, -0.024850569665431976]
  1  I     0.95242    0.641834  1.02671   [0.007246039807796478, -0.009094322100281715, -0.004662641324102879]
  2  I     0.085618  -0.06219   0.233115  [-0.018705056980252266, 0.00753338448703289, -0.012794960290193558]
  3  I     0.445128   0.661957  0.556489  [-0.0016229525208473206, 0.02050268091261387, -0.008651401847600937]
  4  I     0.479549   0.515634  0.079717  [-0.004748042672872543, -0.01750081032514572, -0.018823999911546707]
  5  I     0.488423   0.033699  0.647922  [0.006310109049081802, -0.004768110811710358, 0.039537422358989716]
  6  Rb    0.846927   0.622639  0.617625  [0.0028025582432746887, 0.0038177352398633957, 0.01300453208386898]
  7  Nd    0.225448   0.823056  0.882575  [0.005178624764084816, 0.0025474578142166138, 0.0018878951668739319]
  8  Rb    0.759168   0.307034  0.366547  [-0.012023668736219406, 0.011174926534295082, -0.004223432391881943]
  9  Rb    0.533824  -0.010786  0.087107  [0.002610227093100548, -0.013905225321650505, 0.019577141851186752]","Rb3NdI6","('I', 'Nd', 'Rb')","0.0","0","# generated using pymatgen
data_Rb3NdI6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.27299354
_cell_length_b   9.44994401
_cell_length_c   8.57978016
_cell_angle_alpha   62.29634488
_cell_angle_beta   61.06821434
_cell_angle_gamma   62.67251077
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb3NdI6
_chemical_formula_sum   'Rb3 Nd1 I6'
_cell_volume   555.33559650
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  I  I0  1  0.94641296  0.14864137  0.73230905  1
  I  I1  1  0.95242020  0.64183399  1.02670739  1
  I  I2  1  0.08561751  -0.06219010  0.23311511  1
  I  I3  1  0.44512817  0.66195745  0.55648938  1
  I  I4  1  0.47954889  0.51563365  0.07971706  1
  I  I5  1  0.48842295  0.03369856  0.64792220  1
  Rb  Rb6  1  0.84692692  0.62263888  0.61762488  1
  Nd  Nd7  1  0.22544771  0.82305560  0.88257453  1
  Rb  Rb8  1  0.75916762  0.30703424  0.36654728  1
  Rb  Rb9  1  0.53382440  -0.01078583  0.08710718  1
"
"Full Formula (Y11 Co4 Sn1)
Reduced Formula: Y11Co4Sn
abc   :   8.130934  10.436478   7.425885
angles: 104.184924 113.355603 119.386397
pbc   :       True       True       True
Sites (16)
  #  SP            a         b          c  forces
---  ----  ---------  --------  ---------  -----------------------------------------------------------------------
  0  Y      0.008512  0.838523   0.043701  [0.0004051774740219116, -0.006233289837837219, -0.01479288935661316]
  1  Y      0.385641  0.711744   0.674895  [0.031574636697769165, 0.014163762331008911, 0.017161041498184204]
  2  Co     1.07415   0.361215   0.345305  [0.01241738349199295, 0.006673261523246765, 0.001201540231704712]
  3  Co     0.102338  0.701304   0.814386  [0.018447592854499817, 0.019099533557891846, -0.03532443940639496]
  4  Y      0.016409  0.107202   0.391025  [-0.03806782886385918, -0.02546367049217224, -0.03529541939496994]
  5  Sn     0.460501  0.094455   0.591138  [-0.007907342165708542, 0.008172132074832916, 0.002939775586128235]
  6  Y      0.465047  0.805356   0.242808  [-0.006971806287765503, -0.0014090687036514282, 0.0036736316978931427]
  7  Y     -0.056626  0.136308  -0.085698  [-0.01918988674879074, -0.007432371377944946, -0.01442214846611023]
  8  Y      0.533412  0.420918   0.492512  [-0.012062974274158478, -0.016117408871650696, 0.004227951169013977]
  9  Co     0.307582  0.50311    0.225051  [0.011960417032241821, 0.00642497930675745, -0.003004610538482666]
 10  Y      0.926742  0.484742   0.079905  [0.0161096453666687, 0.013853922486305237, 0.037024348974227905]
 11  Y      0.962346  0.811622   0.539702  [-0.020341411232948303, -0.002581298351287842, -0.013545051217079163]
 12  Y      0.547691  0.119707   0.074906  [-0.0022270381450653076, -0.0021573305130004883, 0.0014173053205013275]
 13  Y      0.968206  0.376635   0.663465  [0.014449149370193481, 0.013112097978591919, 0.01217488944530487]
 14  Y      0.471143  0.439735  -0.00337   [-0.013747964054346085, -0.032025739550590515, 0.008016973733901978]
 15  Co     0.839227  0.490512   0.382859  [0.015152215957641602, 0.011920483782887459, 0.028547018766403198]","Y11Co4Sn","('Co', 'Sn', 'Y')","0.09584054810108722","0","# generated using pymatgen
data_Y11Co4Sn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.13093383
_cell_length_b   10.43647753
_cell_length_c   7.42588533
_cell_angle_alpha   104.18492364
_cell_angle_beta   113.35560297
_cell_angle_gamma   119.38639726
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y11Co4Sn
_chemical_formula_sum   'Y11 Co4 Sn1'
_cell_volume   421.14628484
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00851223  0.83852344  0.04370065  1
  Y  Y1  1  0.38564070  0.71174362  0.67489514  1
  Co  Co2  1  1.07414846  0.36121542  0.34530496  1
  Co  Co3  1  0.10233777  0.70130386  0.81438594  1
  Y  Y4  1  0.01640886  0.10720221  0.39102516  1
  Sn  Sn5  1  0.46050128  0.09445467  0.59113810  1
  Y  Y6  1  0.46504711  0.80535558  0.24280773  1
  Y  Y7  1  -0.05662557  0.13630753  -0.08569844  1
  Y  Y8  1  0.53341163  0.42091756  0.49251231  1
  Co  Co9  1  0.30758244  0.50311036  0.22505113  1
  Y  Y10  1  0.92674212  0.48474224  0.07990523  1
  Y  Y11  1  0.96234593  0.81162226  0.53970162  1
  Y  Y12  1  0.54769123  0.11970679  0.07490573  1
  Y  Y13  1  0.96820611  0.37663483  0.66346477  1
  Y  Y14  1  0.47114258  0.43973537  -0.00336969  1
  Co  Co15  1  0.83922701  0.49051212  0.38285903  1
"
"Full Formula (Ag1 Au3)
Reduced Formula: AgAu3
abc   :   5.543270   2.860123   7.413902
angles: 100.727763 138.423508  90.103801
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  --------------------------------------------------------------------
  0  Ag    0.429674  0.428131  0.028741  [0.008435443043708801, 0.008630948141217232, 0.03400382399559021]
  1  Au    0.214831  0.694317  0.566051  [0.0054000914096832275, 0.016413405537605286, -0.013046850450336933]
  2  Au    0.718859  0.7015    0.568323  [-0.023845352232456207, -0.006826842203736305, -0.02739545702934265]
  3  Au    1.00201   0.979964  0.101976  [0.010009830817580223, -0.018217526376247406, 0.006438472308218479]","AgAu3","('Ag', 'Au')","0.24508272769577172","0","# generated using pymatgen
data_AgAu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.54326992
_cell_length_b   2.86012334
_cell_length_c   7.41390213
_cell_angle_alpha   100.72776278
_cell_angle_beta   138.42350836
_cell_angle_gamma   90.10380111
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AgAu3
_chemical_formula_sum   'Ag1 Au3'
_cell_volume   74.82563431
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.42967422  0.42813098  0.02874146  1
  Au  Au1  1  0.21483053  0.69431677  0.56605115  1
  Au  Au2  1  0.71885945  0.70149986  0.56832270  1
  Au  Au3  1  1.00200709  0.97996434  0.10197594  1
"
"Full Formula (Ga7 Ge1)
Reduced Formula: Ga7Ge
abc   :   4.511781   5.835223   7.672275
angles: 130.345307  89.996382  89.845869
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ---------------------------------------------------------------------
  0  Ga    0.264992  0.643644  0.58098   [0.006250093691051006, 0.005762491375207901, -0.004466237500309944]
  1  Ga    0.769665  0.069342  0.793924  [-0.007515403442084789, 0.02546355128288269, 0.001013471744954586]
  2  Ga    0.26947   0.171818  0.609259  [-0.010328439064323902, 0.004403454717248678, 0.012878278270363808]
  3  Ga    0.766066  0.190836  0.338489  [0.0018623308278620243, -0.02031599171459675, -0.01270638033747673]
  4  Ge    0.262535  0.753989  0.117376  [0.01262253150343895, -0.004637890495359898, -0.003265615552663803]
  5  Ga    0.27021   0.213991  0.078244  [-0.013769163750112057, -0.0040485430508852005, 0.016354341059923172]
  6  Ga    0.763868  0.611665  0.836762  [0.004414205905050039, -0.0006135944277048111, -0.008688347414135933]
  7  Ga    0.764433  0.650586  0.298949  [0.006463846657425165, -0.006013477221131325, -0.001119496300816536]","Ga7Ge","('Ga', 'Ge')","0.08700071872420952","0","# generated using pymatgen
data_Ga7Ge
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.51178073
_cell_length_b   5.83522340
_cell_length_c   7.67227456
_cell_angle_alpha   130.34530679
_cell_angle_beta   89.99638170
_cell_angle_gamma   89.84586868
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ga7Ge
_chemical_formula_sum   'Ga7 Ge1'
_cell_volume   153.94693878
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.26499234  0.64364376  0.58098013  1
  Ga  Ga1  1  0.76966527  0.06934200  0.79392418  1
  Ga  Ga2  1  0.26946967  0.17181823  0.60925894  1
  Ga  Ga3  1  0.76606580  0.19083597  0.33848876  1
  Ge  Ge4  1  0.26253488  0.75398937  0.11737562  1
  Ga  Ga5  1  0.27020984  0.21399078  0.07824354  1
  Ga  Ga6  1  0.76386787  0.61166458  0.83676208  1
  Ga  Ga7  1  0.76443341  0.65058552  0.29894868  1
"
"Full Formula (Tm4 Co3 Ge5)
Reduced Formula: Tm4Co3Ge5
abc   :   4.059770   7.730174   7.619729
angles:  89.663279 105.443216 105.252503
pbc   :       True       True       True
Sites (12)
  #  SP            a         b          c  forces
---  ----  ---------  --------  ---------  ---------------------------------------------------------------------
  0  Tm     0.397918  0.406384   0.516311  [0.0049735745415091515, 0.008380144834518433, 0.009297311305999756]
  1  Ge     0.043458  0.107209   0.10393   [-0.023558180779218674, -0.01707315444946289, -0.04034951329231262]
  2  Tm     0.33343   1.01729    0.775589  [-0.010860415175557137, -0.0002853274345397949, -0.02461262047290802]
  3  Co     0.13277   0.98673    0.403823  [-0.012690681964159012, 0.013473063707351685, -0.0301520973443985]
  4  Ge     0.739454  0.109689   0.494044  [-0.022400865331292152, 0.016525864601135254, -0.05513940751552582]
  5  Tm     0.677024  0.409959   0.069893  [0.0014076661318540573, -0.010265938937664032, 0.015556856989860535]
  6  Ge    -0.005502  0.3213    -0.205615  [0.0032756859436631203, -0.007453791797161102, 0.014287849888205528]
  7  Co     0.615686  0.7953     0.56365   [0.0034529981203377247, 0.006733819842338562, 0.0009978339076042175]
  8  Ge    -0.013446  0.670473   0.430469  [0.013937114737927914, 0.0059976279735565186, 0.025900237262248993]
  9  Co     0.131389  0.632511   0.760104  [0.024431757628917694, -0.0049424320459365845, 0.04678747057914734]
 10  Ge     0.748072  0.744193   0.880984  [0.012140244245529175, 0.00048726610839366913, 0.017814889550209045]
 11  Tm     0.434236  0.818601   0.176812  [0.00589103065431118, -0.011576980352401733, 0.019611209630966187]","Tm4Co3Ge5","('Co', 'Ge', 'Tm')","0.2256964619723313","0","# generated using pymatgen
data_Tm4Co3Ge5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.05977017
_cell_length_b   7.73017352
_cell_length_c   7.61972883
_cell_angle_alpha   89.66327921
_cell_angle_beta   105.44321591
_cell_angle_gamma   105.25250288
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm4Co3Ge5
_chemical_formula_sum   'Tm4 Co3 Ge5'
_cell_volume   221.84501387
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.39791757  0.40638362  0.51631052  1
  Ge  Ge1  1  0.04345760  0.10720861  0.10392995  1
  Tm  Tm2  1  0.33343030  1.01729183  0.77558877  1
  Co  Co3  1  0.13276980  0.98673044  0.40382252  1
  Ge  Ge4  1  0.73945378  0.10968911  0.49404367  1
  Tm  Tm5  1  0.67702448  0.40995855  0.06989328  1
  Ge  Ge6  1  -0.00550180  0.32129979  -0.20561469  1
  Co  Co7  1  0.61568555  0.79529981  0.56364978  1
  Ge  Ge8  1  -0.01344611  0.67047325  0.43046893  1
  Co  Co9  1  0.13138937  0.63251128  0.76010390  1
  Ge  Ge10  1  0.74807159  0.74419306  0.88098411  1
  Tm  Tm11  1  0.43423570  0.81860077  0.17681249  1
"
"Full Formula (Cs2 Ir1 F7)
Reduced Formula: Cs2IrF7
abc   :   7.328631   8.178175   7.303542
angles:  58.621752  45.018515  59.151036
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  F     0.42593   0.281338  0.697086  [0.03159433603286743, -0.005890905857086182, 0.015286087989807129]
  1  F     0.88256   0.683342  0.06829   [-0.032798051834106445, 0.01107373833656311, -0.02804069221019745]
  2  F     0.320867  0.418453  0.040212  [-0.012631773948669434, 0.03162997588515282, 0.0006829798221588135]
  3  F     0.988123  0.555631  0.72017   [0.005894266068935394, -0.03280343860387802, -0.011410728096961975]
  4  Cs    0.587037  0.07835   0.284065  [-0.0024482812732458115, 0.010290894657373428, -0.0024729743599891663]
  5  Ir    0.155454  0.482724  0.88135   [-0.0024137981235980988, 0.0010654442012310028, -0.0044850558042526245]
  6  F     0.366813  0.669791  0.583319  [-0.014738664031028748, 0.013703495264053345, -0.016320109367370605]
  7  F     0.143182  0.009755  0.842585  [0.011764384806156158, -0.010608568787574768, 0.025090038776397705]
  8  Cs    0.374021  0.761354  0.087644  [0.010198712348937988, -0.009103208780288696, 0.011349320411682129]
  9  F     0.944506  0.295728  0.176557  [0.005578786134719849, -0.009357377886772156, 0.010321168228983879]","Cs2IrF7","('Cs', 'F', 'Ir')","0.06525589095750636","0","# generated using pymatgen
data_Cs2IrF7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.32863101
_cell_length_b   8.17817517
_cell_length_c   7.30354244
_cell_angle_alpha   58.62175243
_cell_angle_beta   45.01851544
_cell_angle_gamma   59.15103608
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2IrF7
_chemical_formula_sum   'Cs2 Ir1 F7'
_cell_volume   256.64068056
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  F  F0  1  0.42592994  0.28133823  0.69708631  1
  F  F1  1  0.88256001  0.68334208  0.06829002  1
  F  F2  1  0.32086683  0.41845343  0.04021229  1
  F  F3  1  0.98812264  0.55563095  0.72016997  1
  Cs  Cs4  1  0.58703737  0.07834966  0.28406479  1
  Ir  Ir5  1  0.15545402  0.48272439  0.88135003  1
  F  F6  1  0.36681255  0.66979094  0.58331894  1
  F  F7  1  0.14318176  0.00975472  0.84258538  1
  Cs  Cs8  1  0.37402126  0.76135422  0.08764410  1
  F  F9  1  0.94450550  0.29572774  0.17655716  1
"
"Full Formula (Sr1 Pr1 In3)
Reduced Formula: SrPrIn3
abc   :   4.716359   6.403392   6.402474
angles:  62.111955 111.844343 111.820496
pbc   :       True       True       True
Sites (5)
  #  SP           a         b          c  forces
---  ----  --------  --------  ---------  ----------------------------------------------------------------------
  0  Pr    0.472691  0.903887  -0.045937  [-0.01054294966161251, 0.011120139621198177, -0.017105504870414734]
  1  In    0.767661  0.48258    0.96862   [-0.012526903301477432, -0.033216726034879684, 0.02180492877960205]
  2  Sr    0.053727  0.489557   0.540156  [0.01972777023911476, 0.015966108068823814, -0.004768993705511093]
  3  In    0.767835  0.923621   0.525954  [-0.022928211838006973, -0.0036178231239318848, -0.003914922475814819]
  4  In    0.256716  0.192616   0.238709  [0.026270288974046707, 0.009748298674821854, 0.003984498791396618]","SrPrIn3","('In', 'Pr', 'Sr')","0.048297648412624475","0","# generated using pymatgen
data_SrPrIn3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71635910
_cell_length_b   6.40339165
_cell_length_c   6.40247405
_cell_angle_alpha   62.11195540
_cell_angle_beta   111.84434291
_cell_angle_gamma   111.82049625
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrPrIn3
_chemical_formula_sum   'Sr1 Pr1 In3'
_cell_volume   153.95903477
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.47269071  0.90388668  -0.04593696  1
  In  In1  1  0.76766080  0.48258014  0.96862011  1
  Sr  Sr2  1  0.05372666  0.48955697  0.54015633  1
  In  In3  1  0.76783513  0.92362088  0.52595356  1
  In  In4  1  0.25671554  0.19261626  0.23870869  1
"
"Full Formula (Sm2 Al1 In2 Cu1)
Reduced Formula: Sm2AlIn2Cu
abc   :   4.716772   4.716547   7.401869
angles:  89.999929  90.001751 119.994922
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Sm    0.399641  0.357849  0.463037  [-0.0009496795246377587, -0.0018282172968611121, -0.007158726453781128]
  1  Al    0.732736  0.024308  0.671767  [0.0028539039194583893, 0.0016330759972333908, -0.01585116982460022]
  2  Cu    0.06664   0.691329  0.168753  [-0.0029926300048828125, -0.0025969618000090122, 0.014250285923480988]
  3  Sm    0.399657  0.357702  0.976916  [-0.0008171126246452332, 0.001125143375247717, 0.0030526258051395416]
  4  In    0.733068  0.02454   0.234508  [0.00040532369166612625, -0.00010580522939562798, 0.049708276987075806]
  5  In    0.066121  0.690944  0.758638  [0.0015002201544120908, 0.0017727320082485676, -0.04400131106376648]","Sm2AlIn2Cu","('Al', 'Cu', 'In', 'Sm')","0.11274648244453615","0","# generated using pymatgen
data_Sm2AlIn2Cu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71677205
_cell_length_b   4.71654660
_cell_length_c   7.40186876
_cell_angle_alpha   89.99992927
_cell_angle_beta   90.00175060
_cell_angle_gamma   119.99492159
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm2AlIn2Cu
_chemical_formula_sum   'Sm2 Al1 In2 Cu1'
_cell_volume   142.61435820
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.39964067  0.35784875  0.46303705  1
  Al  Al1  1  0.73273626  0.02430798  0.67176703  1
  Cu  Cu2  1  0.06664032  0.69132857  0.16875316  1
  Sm  Sm3  1  0.39965653  0.35770188  0.97691635  1
  In  In4  1  0.73306751  0.02453969  0.23450795  1
  In  In5  1  0.06612146  0.69094393  0.75863821  1
"
"Full Formula (Zn1 Ag1 Au2)
Reduced Formula: ZnAgAu2
abc   :   2.989701   2.993211   9.040771
angles:  89.863348  90.184173 120.305251
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Au    0.876805  0.539682  0.983031  [-0.003269198350608349, -0.00013074176968075335, 0.025172952562570572]
  1  Ag    0.545229  0.872851  0.248584  [0.001431902521289885, -0.000735767709556967, 0.01764536090195179]
  2  Zn    0.54272   0.87134   0.749637  [0.004539107903838158, 0.001974906772375107, -0.013321267440915108]
  3  Au    0.877955  0.540127  0.515469  [-0.0027018114924430847, -0.001108395867049694, -0.02949702739715576]","ZnAgAu2","('Ag', 'Au', 'Zn')","0.2186852957038264","0","# generated using pymatgen
data_ZnAgAu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98970058
_cell_length_b   2.99321050
_cell_length_c   9.04077130
_cell_angle_alpha   89.86334803
_cell_angle_beta   90.18417267
_cell_angle_gamma   120.30525119
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnAgAu2
_chemical_formula_sum   'Zn1 Ag1 Au2'
_cell_volume   69.84809572
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.87680467  0.53968214  0.98303135  1
  Ag  Ag1  1  0.54522858  0.87285132  0.24858421  1
  Zn  Zn2  1  0.54272034  0.87133992  0.74963658  1
  Au  Au3  1  0.87795499  0.54012746  0.51546885  1
"
"Full Formula (Pr10 Al6)
Reduced Formula: Pr5Al3
abc   :   6.431222   5.781577  14.346364
angles: 110.128415  68.723383  89.597529
pbc   :       True       True       True
Sites (16)
  #  SP           a          b          c  forces
---  ----  --------  ---------  ---------  ----------------------------------------------------------------------
  0  Al    0.084063  -0.048729   1.06443   [-0.01658692955970764, 0.006305444985628128, 0.014136143028736115]
  1  Pr    0.133938   0.518321   0.51374   [0.043413661420345306, -0.040891148149967194, -0.0400003045797348]
  2  Pr    0.408431   0.968068   0.436218  [0.0342082679271698, -0.013001744635403156, -0.008309655822813511]
  3  Al    0.870197   0.895007   0.470447  [0.044690825045108795, 0.009514585137367249, -0.01789223775267601]
  4  Pr    0.96261    0.164681   0.304857  [-0.02334411069750786, 0.053232479840517044, 0.0235033817589283]
  5  Pr    0.520885   0.017238   0.143152  [-0.006276760250329971, 0.00449560908600688, 0.005040785297751427]
  6  Pr    0.531655   0.771086   0.851153  [-0.03847990930080414, 0.00203697569668293, 0.02258262038230896]
  7  Pr    0.604879   0.506243   0.571357  [-0.0003887545317411423, 0.04226602241396904, 0.02612893097102642]
  8  Pr    0.88499    0.163737   0.717134  [-0.01996232010424137, -0.02011045813560486, 0.003037281334400177]
  9  Pr    0.376252   0.408538   0.012871  [0.0015224236994981766, -0.010567611083388329, -0.0024339035153388977]
 10  Al    0.106466   0.685717   0.753075  [-0.021979713812470436, -0.023552611470222473, -0.005884990096092224]
 11  Pr    0.813861   0.546166   0.17673   [0.014071587473154068, 0.0027224263176321983, -0.011986210942268372]
 12  Pr    0.340711   0.156661   0.73009   [-0.02558816969394684, -0.0003086170181632042, 0.0103488489985466]
 13  Al    0.932016   0.581193  -0.063814  [-0.004556481726467609, -0.00897539034485817, -0.003040189854800701]
 14  Al    0.23494    0.617987   0.27091   [0.01955777034163475, 0.019781216979026794, -0.007308557629585266]
 15  Al    0.929101   0.105742   0.936723  [-0.00030139507725834846, -0.02294720709323883, -0.007921943441033363]","Pr5Al3","('Al', 'Pr')","0.0699353132946185","1","# generated using pymatgen
data_Pr5Al3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.43122191
_cell_length_b   5.78157728
_cell_length_c   14.34636357
_cell_angle_alpha   110.12841491
_cell_angle_beta   68.72338320
_cell_angle_gamma   89.59752933
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pr5Al3
_chemical_formula_sum   'Pr10 Al6'
_cell_volume   461.38250438
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.08406329  -0.04872871  1.06443372  1
  Pr  Pr1  1  0.13393846  0.51832147  0.51373976  1
  Pr  Pr2  1  0.40843136  0.96806799  0.43621800  1
  Al  Al3  1  0.87019686  0.89500709  0.47044674  1
  Pr  Pr4  1  0.96260992  0.16468063  0.30485689  1
  Pr  Pr5  1  0.52088498  0.01723836  0.14315180  1
  Pr  Pr6  1  0.53165529  0.77108562  0.85115278  1
  Pr  Pr7  1  0.60487870  0.50624280  0.57135653  1
  Pr  Pr8  1  0.88498972  0.16373716  0.71713430  1
  Pr  Pr9  1  0.37625167  0.40853846  0.01287091  1
  Al  Al10  1  0.10646606  0.68571664  0.75307497  1
  Pr  Pr11  1  0.81386119  0.54616641  0.17673040  1
  Pr  Pr12  1  0.34071140  0.15666109  0.73009011  1
  Al  Al13  1  0.93201643  0.58119293  -0.06381408  1
  Al  Al14  1  0.23493976  0.61798706  0.27090955  1
  Al  Al15  1  0.92910072  0.10574240  0.93672306  1
"
