"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Dy4 Mg1 Tl1 Cu2)
Reduced Formula: Dy4MgTlCu2
abc   :   5.095100   5.094895   9.147761
angles:  73.839734  73.851917  60.008764
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Dy    0.639296  0.949079  0.580873  [0.013855180703103542, 0.008505837991833687, -0.044917427003383636]
  1  Dy    0.137427  0.447573  0.085793  [-0.0082602109760046, -0.009083940647542477, 0.040891118347644806]
  2  Dy    0.88453   0.19427   0.845376  [-0.01487663947045803, -0.008382483385503292, 0.04625293239951134]
  3  Dy    0.386125  0.696002  0.340355  [0.009764038026332855, 0.006100521422922611, -0.038843296468257904]
  4  Mg    0.761807  0.071738  0.213178  [-0.0003174383018631488, 0.0007136319763958454, -0.002022122498601675]
  5  Tl    0.261904  0.571635  0.713208  [0.00048389891162514687, 0.0005973386578261852, -0.002364756539463997]
  6  Cu    0.498497  0.807783  0.003898  [-0.0057208240032196045, -0.0016694273799657822, 0.016989143565297127]
  7  Cu    0.025497  0.33535   0.421978  [0.005071987397968769, 0.003218505997210741, -0.0159856379032135]","Dy4MgTlCu2","('Cu', 'Dy', 'Mg', 'Tl')","0.0","0.0","# generated using pymatgen
data_Dy4MgTlCu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.09510040
_cell_length_b   5.09489530
_cell_length_c   9.14776091
_cell_angle_alpha   73.83973351
_cell_angle_beta   73.85191727
_cell_angle_gamma   60.00876445
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Dy4MgTlCu2
_chemical_formula_sum   'Dy4 Mg1 Tl1 Cu2'
_cell_volume   194.76673710
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.63929628  0.94907917  0.58087337  1
  Dy  Dy1  1  0.13742661  0.44757293  0.08579325  1
  Dy  Dy2  1  0.88453019  0.19427025  0.84537556  1
  Dy  Dy3  1  0.38612530  0.69600196  0.34035538  1
  Mg  Mg4  1  0.76180682  0.07173841  0.21317797  1
  Tl  Tl5  1  0.26190382  0.57163461  0.71320770  1
  Cu  Cu6  1  0.49849697  0.80778324  0.00389802  1
  Cu  Cu7  1  0.02549658  0.33534969  0.42197808  1
"
"Full Formula (Ce8 Hg2 Sb2)
Reduced Formula: Ce4HgSb
abc   :   5.967027   5.936130   9.564265
angles:  90.079683  90.046841  90.078692
pbc   :       True       True       True
Sites (12)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Ce    0.772613  0.74805   0.272533  [-0.0009911302477121353, -0.0003578175092115998, -0.007067129015922546]
  1  Ce    0.272467  0.24769   0.273136  [0.00024478475097566843, 0.0021963827311992645, -0.011120855808258057]
  2  Ce    0.77302   0.247795  0.772221  [-0.0011273473501205444, 0.0026427805423736572, 0.004354342818260193]
  3  Ce    0.272857  0.748076  0.062943  [-0.0008657810976728797, 0.0016189331654459238, 0.006239533424377441]
  4  Sb    0.772547  0.748394  0.918059  [0.001639004796743393, -0.0024115287233144045, -0.003003854537382722]
  5  Sb    0.772599  0.248243  0.418352  [0.000653877854347229, -0.00033220177283510566, -0.002717396477237344]
  6  Ce    0.772714  0.748412  0.563119  [-0.0006852226797491312, 0.00048503692960366607, 0.01306173950433731]
  7  Ce    0.272812  0.248334  0.563229  [-8.069507020991296e-05, 0.0003102491900790483, 0.00801946222782135]
  8  Hg    0.272992  0.248289  0.918012  [-0.0005422545946203172, -0.0030818521045148373, 0.0013167764991521835]
  9  Ce    0.772763  0.248585  0.064535  [0.0011924058198928833, -0.00037435858394019306, -0.009833455085754395]
 10  Hg    0.27247   0.748286  0.417726  [0.0016438090242445469, -0.002435908420011401, -0.0008276674197986722]
 11  Ce    0.272614  0.747826  0.772159  [-0.0010814634151756763, 0.0017402153462171555, 0.0015784651041030884]","Ce4HgSb","('Ce', 'Hg', 'Sb')","0.0","0.0","# generated using pymatgen
data_Ce4HgSb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.96702683
_cell_length_b   5.93613027
_cell_length_c   9.56426537
_cell_angle_alpha   90.07968273
_cell_angle_beta   90.04684086
_cell_angle_gamma   90.07869216
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ce4HgSb
_chemical_formula_sum   'Ce8 Hg2 Sb2'
_cell_volume   338.77554706
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.77261258  0.74804986  0.27253283  1
  Ce  Ce1  1  0.27246654  0.24768985  0.27313648  1
  Ce  Ce2  1  0.77301977  0.24779541  0.77222120  1
  Ce  Ce3  1  0.27285691  0.74807640  0.06294289  1
  Sb  Sb4  1  0.77254678  0.74839431  0.91805881  1
  Sb  Sb5  1  0.77259939  0.24824284  0.41835179  1
  Ce  Ce6  1  0.77271379  0.74841208  0.56311915  1
  Ce  Ce7  1  0.27281244  0.24833387  0.56322930  1
  Hg  Hg8  1  0.27299237  0.24828898  0.91801189  1
  Ce  Ce9  1  0.77276343  0.24858510  0.06453481  1
  Hg  Hg10  1  0.27246958  0.74828631  0.41772635  1
  Ce  Ce11  1  0.27261361  0.74782566  0.77215925  1
"
"Full Formula (Ca2 Ag2 Ge3)
Reduced Formula: Ca2Ag2Ge3
abc   :   4.436491   5.787208   6.906759
angles: 109.696064  89.987096 112.531154
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Ca    0.224836  0.373321  0.799205  [-0.00023180799325928092, -0.00918276235461235, 0.044817809015512466]
  1  Ca    0.933455  0.790332  0.254445  [-3.0592287657782435e-05, 0.03094436414539814, -0.031184975057840347]
  2  Ag    0.57606   0.075941  0.029715  [0.0006028469651937485, 0.0078094396740198135, 0.029801979660987854]
  3  Ge    0.232952  0.389147  0.271936  [-0.0011595344403758645, 0.012896833941340446, 0.01791713386774063]
  4  Ag    0.476767  0.877073  0.60084   [-0.0018748561851680279, -0.0017587803304195404, -0.04447341337800026]
  5  Ge    0.678277  0.279918  0.459369  [1.810876710806042e-05, -0.011533468961715698, 0.011254742741584778]
  6  Ge    0.924529  0.773004  0.784549  [0.002675876021385193, -0.029175661504268646, -0.028133265674114227]","Ca2Ag2Ge3","('Ag', 'Ca', 'Ge')","0.04800751129040167","1.0","# generated using pymatgen
data_Ca2Ag2Ge3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.43649082
_cell_length_b   5.78720806
_cell_length_c   6.90675945
_cell_angle_alpha   109.69606445
_cell_angle_beta   89.98709589
_cell_angle_gamma   112.53115418
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2Ag2Ge3
_chemical_formula_sum   'Ca2 Ag2 Ge3'
_cell_volume   152.50791626
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.22483561  0.37332070  0.79920478  1
  Ca  Ca1  1  0.93345479  0.79033250  0.25444528  1
  Ag  Ag2  1  0.57605997  0.07594115  0.02971531  1
  Ge  Ge3  1  0.23295159  0.38914702  0.27193624  1
  Ag  Ag4  1  0.47676670  0.87707278  0.60083960  1
  Ge  Ge5  1  0.67827672  0.27991759  0.45936883  1
  Ge  Ge6  1  0.92452888  0.77300370  0.78454932  1
"
"Full Formula (Ce1 Pr2 Hg5)
Reduced Formula: CePr2Hg5
abc   :   5.263444   5.263765   8.684947
angles: 107.642909 107.642966  89.991082
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ------------------------------------------------------------------------
  0  Pr    1.00014   0.646017  0.299306  [0.00318073108792305, 0.0026795417070388794, 0.005252666771411896]
  1  Ce    0.266503  0.912293  0.831702  [-0.0009852568618953228, -0.0005908114835619926, -0.0007830150425434113]
  2  Pr    0.532702  0.178512  0.364207  [-0.0033134296536445618, -0.0037418343126773834, -0.009884081780910492]
  3  Hg    0.646521  0.792323  0.591765  [-0.002997463569045067, -0.0030282922089099884, -0.007740147411823273]
  4  Hg    0.886281  0.032123  0.07146   [0.004277560859918594, 0.004081394523382187, 0.010469548404216766]
  5  Hg    0.146625  0.292374  0.591843  [-0.0037659425288438797, -0.003526877611875534, -0.00832316279411316]
  6  Hg    0.766446  0.412293  0.83168   [0.0003187749534845352, -0.000454525463283062, -0.0004511401057243347]
  7  Hg    0.386275  0.532084  0.071393  [0.0032850289717316628, 0.0045813946053385735, 0.01145932823419571]","CePr2Hg5","('Ce', 'Hg', 'Pr')","0.0","2.0","# generated using pymatgen
data_CePr2Hg5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.26344424
_cell_length_b   5.26376494
_cell_length_c   8.68494684
_cell_angle_alpha   107.64290868
_cell_angle_beta   107.64296604
_cell_angle_gamma   89.99108161
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CePr2Hg5
_chemical_formula_sum   'Ce1 Pr2 Hg5'
_cell_volume   217.40066307
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  1.00013588  0.64601668  0.29930603  1
  Ce  Ce1  1  0.26650348  0.91229286  0.83170237  1
  Pr  Pr2  1  0.53270175  0.17851231  0.36420742  1
  Hg  Hg3  1  0.64652104  0.79232319  0.59176539  1
  Hg  Hg4  1  0.88628083  0.03212348  0.07146020  1
  Hg  Hg5  1  0.14662491  0.29237369  0.59184328  1
  Hg  Hg6  1  0.76644614  0.41229325  0.83167983  1
  Hg  Hg7  1  0.38627455  0.53208421  0.07139256  1
"
"Full Formula (Cd1 In2 Pd8)
Reduced Formula: Cd(InPd4)2
abc   :   4.188961   6.064352   7.639464
angles: 100.113195 105.912602  90.000544
pbc   :       True       True       True
Sites (11)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -------------------------------------------------------------------------
  0  Pd    0.507358  0.526433  0.810488  [-0.003580990247428417, -0.010380305349826813, -0.016489051282405853]
  1  In    0.402726  0.061653  0.601109  [-0.001971174031496048, 0.006792515516281128, -0.005467936396598816]
  2  In    0.696098  0.452296  0.18796   [0.001472238451242447, -0.0075846463441848755, 0.003102630376815796]
  3  Cd    0.049426  0.257009  0.894527  [-0.0008128582267090678, -0.0011675109853968024, -3.7237274227663875e-05]
  4  Pd    0.958115  0.800344  0.71191   [-0.0026610996574163437, -0.000996410846710205, -0.008403822779655457]
  5  Pd    0.326281  0.617953  0.448235  [-0.001781471073627472, -0.003857435891404748, -0.004621446132659912]
  6  Pd    0.772515  0.895972  0.340711  [0.0014117732644081116, 0.0049887546338140965, 0.006352849304676056]
  7  Pd    0.227433  0.168873  0.250666  [0.007301870733499527, -0.009184792637825012, 0.02262810990214348]
  8  Pd    0.591398  0.987529  0.978509  [0.004700415767729282, 0.010460339486598969, 0.015836123377084732]
  9  Pd    0.140677  0.71358   0.077031  [0.0020957477390766144, 0.002094954252243042, 0.00945158302783966]
 10  Pd    0.871315  0.345041  0.538348  [-0.00617450475692749, 0.008834555745124817, -0.02235177531838417]","Cd(InPd4)2","('Cd', 'In', 'Pd')","0.0","2.0","# generated using pymatgen
data_Cd(InPd4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18896128
_cell_length_b   6.06435151
_cell_length_c   7.63946414
_cell_angle_alpha   100.11319535
_cell_angle_beta   105.91260205
_cell_angle_gamma   90.00054360
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cd(InPd4)2
_chemical_formula_sum   'Cd1 In2 Pd8'
_cell_volume   183.49384472
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pd  Pd0  1  0.50735838  0.52643251  0.81048778  1
  In  In1  1  0.40272571  0.06165301  0.60110933  1
  In  In2  1  0.69609838  0.45229582  0.18796043  1
  Cd  Cd3  1  0.04942624  0.25700888  0.89452666  1
  Pd  Pd4  1  0.95811517  0.80034405  0.71190965  1
  Pd  Pd5  1  0.32628099  0.61795298  0.44823512  1
  Pd  Pd6  1  0.77251485  0.89597214  0.34071071  1
  Pd  Pd7  1  0.22743294  0.16887329  0.25066636  1
  Pd  Pd8  1  0.59139832  0.98752893  0.97850886  1
  Pd  Pd9  1  0.14067664  0.71358020  0.07703147  1
  Pd  Pd10  1  0.87131524  0.34504062  0.53834807  1
"
"Full Formula (Pr4 Sm3 Er4)
Reduced Formula: Pr4Sm3Er4
abc   :   3.525830   5.723889  18.599830
angles:  81.172058  84.572165  89.996076
pbc   :       True       True       True
Sites (11)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Sm    0.003773  0.119405  0.28164   [-6.866734474897385e-05, -0.000281304819509387, -0.0002084542065858841]
  1  Pr    0.549937  0.66562   0.189409  [-0.0037624777760356665, -0.006728085223585367, 0.045124489814043045]
  2  Sm    0.865591  0.481613  0.556226  [0.0005156854167580605, 0.0013277227990329266, -0.0034251390025019646]
  3  Er    0.411791  0.027345  0.464627  [-0.0010073413141071796, -0.0012711717281490564, 0.00604734942317009]
  4  Pr    0.685288  0.301046  0.919413  [0.0020485911518335342, 0.0006298013031482697, -0.025242626667022705]
  5  Pr    0.321475  0.938184  0.643937  [-0.0018848422914743423, -0.003949742764234543, 0.021054275333881378]
  6  Pr    0.45697   0.572541  0.3739    [0.0048331692814826965, 0.007529855705797672, -0.0448349304497242]
  7  Er    0.596008  0.21076   0.099024  [0.0005799937061965466, 0.0023229271173477173, -0.01788477785885334]
  8  Sm    0.141762  0.756873  0.006551  [-0.0015612710267305374, -0.0003706696443259716, 0.01057558786123991]
  9  Er    0.735795  0.852441  0.814934  [-0.0026642479933798313, -0.0033522387966513634, 0.04750745743513107]
 10  Er    0.270041  0.386426  0.747809  [0.0029714093543589115, 0.00414289440959692, -0.03871322423219681]","Pr4Sm3Er4","('Er', 'Pr', 'Sm')","0.0","3.0","# generated using pymatgen
data_Pr4Sm3Er4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.52582953
_cell_length_b   5.72388932
_cell_length_c   18.59982971
_cell_angle_alpha   81.17205831
_cell_angle_beta   84.57216502
_cell_angle_gamma   89.99607640
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pr4Sm3Er4
_chemical_formula_sum   'Pr4 Sm3 Er4'
_cell_volume   369.22188966
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.00377308  0.11940505  0.28163967  1
  Pr  Pr1  1  0.54993700  0.66561988  0.18940862  1
  Sm  Sm2  1  0.86559066  0.48161342  0.55622587  1
  Er  Er3  1  0.41179107  0.02734481  0.46462699  1
  Pr  Pr4  1  0.68528832  0.30104598  0.91941319  1
  Pr  Pr5  1  0.32147479  0.93818356  0.64393696  1
  Pr  Pr6  1  0.45696998  0.57254093  0.37390005  1
  Er  Er7  1  0.59600765  0.21076042  0.09902378  1
  Sm  Sm8  1  0.14176238  0.75687264  0.00655080  1
  Er  Er9  1  0.73579528  0.85244094  0.81493388  1
  Er  Er10  1  0.27004102  0.38642611  0.74780942  1
"
"Full Formula (Tb4 Sn4 Au2)
Reduced Formula: Tb2Sn2Au
abc   :   4.544908   6.088399  10.240335
angles:  81.135700  77.174206  68.075042
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Tb    0.615425  0.716436  0.495267  [-0.007271338254213333, 0.014029256999492645, 0.029436655342578888]
  1  Sn    0.250971  0.664548  0.275986  [-0.002382798120379448, -0.008144661784172058, 0.013362932950258255]
  2  Sn    0.152362  0.194883  0.944485  [0.00227934867143631, 0.008772864937782288, -0.017443016171455383]
  3  Tb    0.796259  0.791499  0.05885   [-0.00458221510052681, 0.01134154200553894, 0.0229751318693161]
  4  Tb    0.795667  0.142005  0.70951   [0.004059247672557831, -0.007838882505893707, -0.020557448267936707]
  5  Sn    0.340478  0.269537  0.492501  [0.002931035589426756, 0.005924515426158905, -0.013652265071868896]
  6  Tb    0.976088  0.217474  0.273322  [0.008152982220053673, -0.013017304241657257, -0.03181500732898712]
  7  Sn    0.439313  0.739147  0.823987  [-0.0009742137044668198, -0.01141732931137085, 0.017254598438739777]
  8  Au    0.087354  0.555663  0.711541  [-0.0009004194289445877, 0.01724988967180252, 0.0018823519349098206]
  9  Au    0.50452   0.378091  0.05701   [-0.0013115964829921722, -0.016899961978197098, -0.001443915069103241]","Tb2Sn2Au","('Au', 'Sn', 'Tb')","0.0","3.0","# generated using pymatgen
data_Tb2Sn2Au
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.54490812
_cell_length_b   6.08839950
_cell_length_c   10.24033496
_cell_angle_alpha   81.13569985
_cell_angle_beta   77.17420579
_cell_angle_gamma   68.07504206
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tb2Sn2Au
_chemical_formula_sum   'Tb4 Sn4 Au2'
_cell_volume   255.51384316
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.61542515  0.71643594  0.49526666  1
  Sn  Sn1  1  0.25097116  0.66454789  0.27598559  1
  Sn  Sn2  1  0.15236173  0.19488252  0.94448463  1
  Tb  Tb3  1  0.79625855  0.79149933  0.05885010  1
  Tb  Tb4  1  0.79566675  0.14200499  0.70950953  1
  Sn  Sn5  1  0.34047839  0.26953731  0.49250136  1
  Tb  Tb6  1  0.97608788  0.21747377  0.27332219  1
  Sn  Sn7  1  0.43931310  0.73914670  0.82398746  1
  Au  Au8  1  0.08735353  0.55566302  0.71154091  1
  Au  Au9  1  0.50452026  0.37809079  0.05701032  1
"
"Full Formula (Nd2 Hg4 Pt2)
Reduced Formula: NdHg2Pt
abc   :   4.652022   5.358600   7.897298
angles:  83.204903  90.002704  90.000288
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Hg    0.101974  0.724858  0.657161  [0.00028101273346692324, -0.04641735926270485, 0.003825504332780838]
  1  Hg    0.101965  0.197381  0.909544  [0.0002731393906287849, -0.036661114543676376, -0.010344035923480988]
  2  Hg    0.601978  0.169124  0.659004  [1.2766686268150806e-05, 0.0462113618850708, -0.0038704685866832733]
  3  Nd    0.601976  0.642997  0.971793  [0.00017653219401836395, 0.021080192178487778, 0.007704056799411774]
  4  Hg    0.602038  0.696583  0.406638  [-0.0002897954545915127, 0.03581607714295387, 0.010233692824840546]
  5  Pt    0.602004  0.112892  0.129107  [-7.474236190319061e-05, 0.03493182361125946, -0.0041798185557127]
  6  Pt    0.102025  0.780889  0.18704   [-0.00013968197163194418, -0.034337013959884644, 0.004155345261096954]
  7  Nd    0.102036  0.250828  0.344351  [-0.00023924137349240482, -0.020623981952667236, -0.007524266839027405]","NdHg2Pt","('Hg', 'Nd', 'Pt')","0.0","3.0","# generated using pymatgen
data_NdHg2Pt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.65202210
_cell_length_b   5.35860023
_cell_length_c   7.89729754
_cell_angle_alpha   83.20490257
_cell_angle_beta   90.00270351
_cell_angle_gamma   90.00028765
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdHg2Pt
_chemical_formula_sum   'Nd2 Hg4 Pt2'
_cell_volume   195.48355180
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hg  Hg0  1  0.10197353  0.72485756  0.65716076  1
  Hg  Hg1  1  0.10196510  0.19738091  0.90954436  1
  Hg  Hg2  1  0.60197829  0.16912365  0.65900440  1
  Nd  Nd3  1  0.60197552  0.64299732  0.97179303  1
  Hg  Hg4  1  0.60203771  0.69658307  0.40663843  1
  Pt  Pt5  1  0.60200449  0.11289177  0.12910732  1
  Pt  Pt6  1  0.10202504  0.78088943  0.18703956  1
  Nd  Nd7  1  0.10203597  0.25082786  0.34435140  1
"
"Full Formula (V3 Cr2 Ga2)
Reduced Formula: V3(CrGa)2
abc   :   3.130375   4.923423   6.443700
angles:  96.037656  90.001819 108.530154
pbc   :       True       True       True
Sites (7)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ---------------------------------------------------------------------
  0  V     0.66309   0.117177  0.482039  [0.001089449622668326, 0.001288004219532013, -0.009658023715019226]
  1  Cr    0.224811  0.240849  0.205848  [0.0010375785641372204, 0.011064534075558186, -0.0025113895535469055]
  2  V     0.799693  0.390068  0.944725  [-0.0005975933163426816, -0.013318173587322235, 0.011269353330135345]
  3  V     0.0925    0.975813  0.775469  [0.00021493807435035706, -0.02313631772994995, 0.02745143324136734]
  4  Ga    0.946762  0.684453  0.328721  [-0.0003451910160947591, 0.026023298501968384, -0.009485460817813873]
  5  Cr    0.516409  0.823894  0.036683  [0.0005419710651040077, 0.023055922240018845, -0.020816482603549957]
  6  Ga    0.373984  0.538546  0.64463   [-0.0019411523826420307, -0.02497723698616028, 0.003750670701265335]","V3(CrGa)2","('Cr', 'Ga', 'V')","0.09673195186746288","4.0","# generated using pymatgen
data_V3(CrGa)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.13037482
_cell_length_b   4.92342288
_cell_length_c   6.44369978
_cell_angle_alpha   96.03765550
_cell_angle_beta   90.00181870
_cell_angle_gamma   108.53015378
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3(CrGa)2
_chemical_formula_sum   'V3 Cr2 Ga2'
_cell_volume   93.58138514
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.66309038  0.11717714  0.48203904  1
  Cr  Cr1  1  0.22481070  0.24084904  0.20584768  1
  V  V2  1  0.79969332  0.39006775  0.94472504  1
  V  V3  1  0.09249953  0.97581345  0.77546944  1
  Ga  Ga4  1  0.94676242  0.68445301  0.32872111  1
  Cr  Cr5  1  0.51640949  0.82389424  0.03668298  1
  Ga  Ga6  1  0.37398444  0.53854603  0.64463015  1
"
"Full Formula (La2 Y2 Er2 Tm4)
Reduced Formula: LaYErTm2
abc   :   5.708362   6.298906   9.620945
angles: 109.118318  89.977712  89.933614
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  La    0.705217  0.622069  0.273271  [3.542390186339617e-05, -0.007921400479972363, -0.012058391235768795]
  1  Tm    0.705379  0.827036  0.674585  [8.576855179853737e-05, 0.0067536793649196625, 0.009126190096139908]
  2  Y     0.705284  0.223228  0.477559  [-1.791688919183798e-05, 0.0007516199257224798, 0.01163770817220211]
  3  La    0.2051    0.758281  0.874005  [-0.0002967517648357898, 0.011434582062065601, 0.004550544545054436]
  4  Tm    0.205232  0.353964  0.074241  [-0.0002612875832710415, -0.005526764318346977, 0.008110584691166878]
  5  Tm    0.205302  0.155344  0.674487  [4.8550609790254384e-05, -0.004856886342167854, -0.00891168974339962]
  6  Y     0.205252  0.559067  0.477019  [-7.28582454030402e-05, -0.004498776514083147, -0.0076169283129274845]
  7  Er    0.205467  0.959429  0.275038  [0.00022957101464271545, 0.017443552613258362, 0.003071920247748494]
  8  Er    0.705183  0.419343  0.87248   [-9.028510976349935e-05, -0.018854450434446335, -0.002113115740939975]
  9  Tm    0.705314  0.026303  0.073477  [0.00033978308783844113, 0.0052748387679457664, -0.005796822253614664]","LaYErTm2","('Er', 'La', 'Tm', 'Y')","0.0","5.0","# generated using pymatgen
data_LaYErTm2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.70836198
_cell_length_b   6.29890599
_cell_length_c   9.62094462
_cell_angle_alpha   109.11831839
_cell_angle_beta   89.97771219
_cell_angle_gamma   89.93361395
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaYErTm2
_chemical_formula_sum   'La2 Y2 Er2 Tm4'
_cell_volume   326.85424855
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.70521748  0.62206886  0.27327146  1
  Tm  Tm1  1  0.70537946  0.82703636  0.67458474  1
  Y  Y2  1  0.70528414  0.22322807  0.47755901  1
  La  La3  1  0.20509971  0.75828064  0.87400477  1
  Tm  Tm4  1  0.20523217  0.35396387  0.07424114  1
  Tm  Tm5  1  0.20530221  0.15534436  0.67448674  1
  Y  Y6  1  0.20525198  0.55906665  0.47701932  1
  Er  Er7  1  0.20546730  0.95942946  0.27503776  1
  Er  Er8  1  0.70518332  0.41934299  0.87247966  1
  Tm  Tm9  1  0.70531374  0.02630346  0.07347743  1
"
