"struc","comp","ele_comb","reward","RL_step","cif"
"Full Formula (Ca2 La2 Mg2 Re2 O12)
Reduced Formula: CaLaMgReO6
abc   :   5.546556   5.676844   7.894027
angles:  90.007264  90.025454  89.974359
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Ca    0.762713  0.124569  0.880016  [0.011293886229395866, -0.006563764996826649, -0.01930544525384903]
  1  Ca    0.262911  0.726024  0.379874  [0.006108148023486137, 0.0059089045971632, -0.014692818745970726]
  2  La    0.241145  0.630256  0.880958  [-0.004599951207637787, -0.00602799654006958, -0.0059830192476511]
  3  La    0.740789  0.220295  0.381151  [0.0013015568256378174, -0.0025270283222198486, -0.0077643971890211105]
  4  Mg    0.250662  0.173542  0.129168  [0.0037760622799396515, -0.0037488630041480064, 0.006403500214219093]
  5  Mg    0.750653  0.676778  0.629272  [0.004470238462090492, 0.005991325713694096, -0.00332993664778769]
  6  Re    0.751103  0.67671   0.130503  [-0.003974792081862688, -0.009036935865879059, 0.0029059844091534615]
  7  Re    0.250822  0.173567  0.630448  [-0.00010632071644067764, 0.00985260121524334, 0.004660401493310928]
  8  O     0.461202  0.477099  0.174934  [-0.008279770612716675, -0.018764734268188477, 0.0010079070925712585]
  9  O     0.843164  0.651875  0.373101  [0.013984590768814087, -0.0005227178335189819, 0.00712817907333374]
 10  O     0.342995  0.197497  0.873133  [0.010910362005233765, 0.01274823397397995, -0.0019803643226623535]
 11  O     0.960165  0.372349  0.675098  [0.00785374641418457, 0.026411473751068115, 0.0013510733842849731]
 12  O     0.947433  0.390571  0.080021  [-0.0022818297147750854, -0.0014721453189849854, -0.004991412162780762]
 13  O     0.44662   0.460317  0.58071   [0.0029925554990768433, 0.0016591250896453857, -0.010714031755924225]
 14  O     0.052754  0.889001  0.675738  [-0.01591259241104126, 0.021715998649597168, 0.026190094649791718]
 15  O     0.552061  0.960432  0.176707  [-0.012256890535354614, -0.017724931240081787, 0.008337810635566711]
 16  O     0.537505  0.970646  0.58537   [-0.007308930158615112, 0.0018833279609680176, 0.00480855256319046]
 17  O     0.666878  0.704323  0.885713  [-0.006221218034625053, -0.007589161396026611, 0.007364720106124878]
 18  O     0.037171  0.880129  0.085753  [0.00045797228813171387, -0.008603513240814209, -0.007354855537414551]
 19  O     0.166734  0.147053  0.385701  [-0.0022067539393901825, -0.0035892128944396973, 0.0059576332569122314]","CaLaMgReO6","('Ca', 'La', 'Mg', 'O', 'Re')","0.10085930506438363","0.0","# generated using pymatgen
data_CaLaMgReO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.54655628
_cell_length_b   5.67684384
_cell_length_c   7.89402743
_cell_angle_alpha   90.00726365
_cell_angle_beta   90.02545395
_cell_angle_gamma   89.97435928
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaLaMgReO6
_chemical_formula_sum   'Ca2 La2 Mg2 Re2 O12'
_cell_volume   248.55866777
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.76271327  0.12456916  0.88001617  1
  Ca  Ca1  1  0.26291058  0.72602423  0.37987378  1
  La  La2  1  0.24114460  0.63025577  0.88095757  1
  La  La3  1  0.74078879  0.22029511  0.38115103  1
  Mg  Mg4  1  0.25066217  0.17354173  0.12916788  1
  Mg  Mg5  1  0.75065251  0.67677845  0.62927162  1
  Re  Re6  1  0.75110324  0.67670972  0.13050285  1
  Re  Re7  1  0.25082176  0.17356744  0.63044791  1
  O  O8  1  0.46120217  0.47709852  0.17493444  1
  O  O9  1  0.84316447  0.65187533  0.37310134  1
  O  O10  1  0.34299506  0.19749725  0.87313346  1
  O  O11  1  0.96016492  0.37234868  0.67509843  1
  O  O12  1  0.94743288  0.39057116  0.08002115  1
  O  O13  1  0.44661983  0.46031667  0.58070994  1
  O  O14  1  0.05275372  0.88900141  0.67573836  1
  O  O15  1  0.55206122  0.96043152  0.17670654  1
  O  O16  1  0.53750474  0.97064592  0.58537044  1
  O  O17  1  0.66687826  0.70432332  0.88571332  1
  O  O18  1  0.03717058  0.88012855  0.08575280  1
  O  O19  1  0.16673370  0.14705281  0.38570087  1
"
"Full Formula (Pr1 Eu1 Tl2)
Reduced Formula: PrEuTl2
abc   :   5.615129   5.615113   5.618644
angles:  59.978297  59.976107  60.016503
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ---------------------------------------------------------------------
  0  Pr    0.895841  0.826794  0.133942  [-0.002792461309581995, -0.0040599931962788105, 0.034613825380802155]
  1  Eu    0.395219  0.326308  0.634135  [0.006899154745042324, 0.0013906285166740417, 0.03985821083188057]
  2  Tl    0.144497  0.076164  0.388291  [0.012404633685946465, 0.003453466109931469, -0.02913854457437992]
  3  Tl    0.647293  0.576635  0.888079  [-0.016511332243680954, -0.0007841074839234352, -0.04533349722623825]","PrEuTl2","('Eu', 'Pr', 'Tl')","0.0","0.0","# generated using pymatgen
data_PrEuTl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.61512858
_cell_length_b   5.61511251
_cell_length_c   5.61864424
_cell_angle_alpha   59.97829714
_cell_angle_beta   59.97610671
_cell_angle_gamma   60.01650302
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PrEuTl2
_chemical_formula_sum   'Pr1 Eu1 Tl2'
_cell_volume   125.23884756
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.89584127  0.82679384  0.13394189  1
  Eu  Eu1  1  0.39521895  0.32630819  0.63413476  1
  Tl  Tl2  1  0.14449683  0.07616436  0.38829150  1
  Tl  Tl3  1  0.64729310  0.57663484  0.88807863  1
"
"Full Formula (Gd3 Al3 Pd3)
Reduced Formula: GdAlPd
abc   :   4.174512   7.136923   7.137822
angles: 119.992588  90.000053  90.000133
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  -----------------------------------------------------------------------
  0  Gd    0.679784  1.00848   0.992576  [-0.0034047821536660194, 0.002167049329727888, -0.0057670483365654945]
  1  Gd    0.679394  0.175832  0.577204  [0.001207308261655271, -0.0023905965499579906, -0.014118734747171402]
  2  Gd    0.679778  0.592568  0.159327  [-0.0032337596639990807, -0.008892161771655083, 0.004871701821684837]
  3  Al    0.179242  0.828787  0.575103  [0.0043388353660702705, -0.011018056422472, 0.02300184592604637]
  4  Al    0.179301  0.354436  0.3395    [0.0035212573129683733, 0.027340341359376907, -0.003735871985554695]
  5  Al    0.179305  0.592213  0.811948  [0.0036303605884313583, -0.0025281968992203474, -0.0022773221135139465]
  6  Pd    0.179684  0.259572  0.910848  [-0.0013584366533905268, -0.01033653225749731, -0.01782822608947754]
  7  Pd    0.179897  0.92513   0.242255  [-0.004233840387314558, 0.004169626627117395, 0.003276015864685178]
  8  Pd    0.67933   0.592082  0.575265  [-0.00046692416071891785, 0.0014885349664837122, 0.012577660381793976]","GdAlPd","('Al', 'Gd', 'Pd')","0.0","0.0","# generated using pymatgen
data_GdAlPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.17451182
_cell_length_b   7.13692280
_cell_length_c   7.13782232
_cell_angle_alpha   119.99258758
_cell_angle_beta   90.00005300
_cell_angle_gamma   90.00013338
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdAlPd
_chemical_formula_sum   'Gd3 Al3 Pd3'
_cell_volume   184.18128249
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.67978374  1.00848424  0.99257555  1
  Gd  Gd1  1  0.67939390  0.17583183  0.57720358  1
  Gd  Gd2  1  0.67977752  0.59256804  0.15932719  1
  Al  Al3  1  0.17924181  0.82878741  0.57510284  1
  Al  Al4  1  0.17930100  0.35443588  0.33949963  1
  Al  Al5  1  0.17930500  0.59221287  0.81194784  1
  Pd  Pd6  1  0.17968421  0.25957172  0.91084757  1
  Pd  Pd7  1  0.17989701  0.92512991  0.24225513  1
  Pd  Pd8  1  0.67932952  0.59208185  0.57526495  1
"
"Full Formula (Ho3 Al9)
Reduced Formula: HoAl3
abc   :   6.106520   6.105574   8.454458
angles:  83.120752  60.881421  60.526614
pbc   :       True       True       True
Sites (12)
  #  SP            a         b         c  forces
---  ----  ---------  --------  --------  -----------------------------------------------------------------------
  0  Ho     0.252906  0.887836  0.269372  [-0.006761692464351654, -0.006607990711927414, -0.008226670324802399]
  1  Ho     0.348728  0.288477  0.573976  [-0.004560528323054314, -0.004377942532300949, -0.007159586995840073]
  2  Ho     0.777392  0.0244    0.881345  [0.019603312015533447, 0.01941162720322609, 0.026576146483421326]
  3  Al     0.784835  0.381745  0.23112   [-0.03371131047606468, -0.023309465497732162, -0.02127574384212494]
  4  Al     0.788517  0.867052  0.243522  [-0.02027987502515316, -0.02217099815607071, 0.0010842443443834782]
  5  Al     0.259327  0.396975  0.243024  [-0.03924791142344475, 0.0028320997953414917, 0.006596732884645462]
  6  Al    -0.171538  0.771466  0.577229  [0.008370950818061829, 0.004515260457992554, 0.0020394623279571533]
  7  Al    -0.168422  0.325557  0.571664  [-0.009854650124907494, 0.001521289348602295, 0.00453365221619606]
  8  Al     0.387922  0.769011  0.572081  [-0.0037227869033813477, -0.005407795310020447, -0.0003368556499481201]
  9  Al     0.26649   0.541443  0.909165  [0.016745079308748245, 0.010056945495307446, 0.006494335830211639]
 10  Al     1.26037   0.007414  0.905657  [0.04121211916208267, 0.007289845496416092, -0.008925758302211761]
 11  Al     0.735378  0.532404  0.905113  [0.03220716863870621, 0.016247019171714783, -0.001399945467710495]","HoAl3","('Al', 'Ho')","0.07363997073394413","0.0","# generated using pymatgen
data_HoAl3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.10652042
_cell_length_b   6.10557428
_cell_length_c   8.45445825
_cell_angle_alpha   83.12075190
_cell_angle_beta   60.88142150
_cell_angle_gamma   60.52661412
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HoAl3
_chemical_formula_sum   'Ho3 Al9'
_cell_volume   236.75275947
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.25290580  0.88783591  0.26937225  1
  Ho  Ho1  1  0.34872831  0.28847680  0.57397646  1
  Ho  Ho2  1  0.77739174  0.02440040  0.88134491  1
  Al  Al3  1  0.78483459  0.38174502  0.23112013  1
  Al  Al4  1  0.78851674  0.86705214  0.24352201  1
  Al  Al5  1  0.25932665  0.39697494  0.24302417  1
  Al  Al6  1  -0.17153850  0.77146581  0.57722908  1
  Al  Al7  1  -0.16842207  0.32555673  0.57166393  1
  Al  Al8  1  0.38792235  0.76901117  0.57208063  1
  Al  Al9  1  0.26649003  0.54144316  0.90916488  1
  Al  Al10  1  1.26036927  0.00741361  0.90565680  1
  Al  Al11  1  0.73537804  0.53240386  0.90511292  1
"
"Full Formula (Sm2 Mn3 Fe1 Si4)
Reduced Formula: Sm2Mn3FeSi4
abc   :   3.940014   3.939660  10.318785
angles:  90.014883  89.991278  90.000028
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Sm    0.104141  0.711674  0.777341  [-0.002329105045646429, -0.002664972096681595, 0.022818565368652344]
  1  Sm    0.604018  0.211571  0.271123  [0.0018416647799313068, 0.00026348751271143556, -0.010587811470031738]
  2  Mn    0.603878  0.711608  0.524317  [0.002360374666750431, -0.0022568984422832727, -0.007157383486628532]
  3  Mn    0.604393  0.712129  0.024472  [-0.006671525072306395, -0.025518184527754784, -0.02427021414041519]
  4  Mn    0.104006  0.211563  0.524277  [-0.0017649654764682055, 0.004065936431288719, -0.0005362872034311295]
  5  Fe    0.104     0.211388  0.024432  [0.004757215268909931, 0.004714585840702057, -0.015126118436455727]
  6  Si    0.604112  0.211492  0.901448  [-0.0025214948691427708, 0.021431809291243553, 0.02988167107105255]
  7  Si    0.103933  0.711604  0.39618   [0.0010814154520630836, -0.0028723357245326042, -0.013190997764468193]
  8  Si    0.10427   0.711425  0.147071  [-0.000566072587389499, 0.002211073413491249, -0.002965174615383148]
  9  Si    0.603936  0.211624  0.652333  [0.0038124527782201767, 0.000625553191639483, 0.021133705973625183]","Sm2Mn3FeSi4","('Fe', 'Mn', 'Si', 'Sm')","0.059094756912091366","1.0","# generated using pymatgen
data_Sm2Mn3FeSi4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.94001385
_cell_length_b   3.93965953
_cell_length_c   10.31878549
_cell_angle_alpha   90.01488270
_cell_angle_beta   89.99127781
_cell_angle_gamma   90.00002752
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm2Mn3FeSi4
_chemical_formula_sum   'Sm2 Mn3 Fe1 Si4'
_cell_volume   160.17141212
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.10414116  0.71167394  0.77734075  1
  Sm  Sm1  1  0.60401784  0.21157138  0.27112326  1
  Mn  Mn2  1  0.60387808  0.71160789  0.52431695  1
  Mn  Mn3  1  0.60439277  0.71212874  0.02447237  1
  Mn  Mn4  1  0.10400552  0.21156274  0.52427668  1
  Fe  Fe5  1  0.10400000  0.21138845  0.02443231  1
  Si  Si6  1  0.60411190  0.21149187  0.90144813  1
  Si  Si7  1  0.10393253  0.71160442  0.39618035  1
  Si  Si8  1  0.10426954  0.71142517  0.14707060  1
  Si  Si9  1  0.60393630  0.21162389  0.65233254  1
"
"Full Formula (Gd3 Zn3 Cd3)
Reduced Formula: GdZnCd
abc   :   4.411770   7.378164   7.373032
angles: 119.924866  90.004271  89.992577
pbc   :       True       True       True
Sites (9)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ----------------------------------------------------------------------
  0  Gd    0.537562  0.963008  0.433444  [-0.0071143489331007, -0.006711965426802635, 0.005968878977000713]
  1  Gd    0.536801  0.793759  0.850618  [-0.0038282754831016064, 0.029955968260765076, -0.0013891719281673431]
  2  Gd    0.536934  0.385973  0.019438  [-0.004811640363186598, -0.046368639916181564, 0.011806519702076912]
  3  Cd    0.036631  0.625202  0.434736  [0.00017752908752299845, 0.03614415228366852, -0.01608077436685562]
  4  Cd    0.036184  0.134001  0.186306  [0.002982652047649026, -0.03170377388596535, 0.0015423372387886047]
  5  Cd    0.036029  0.379691  0.681656  [0.004475693684071302, -0.03001238778233528, -0.002894088625907898]
  6  Zn    0.036102  0.712418  0.10082   [0.003803000319749117, 0.026542572304606438, 1.9193976186215878e-06]
  7  Zn    0.036388  0.044833  0.766835  [0.001920125912874937, 0.013653150759637356, -0.005775402765721083]
  8  Zn    0.535987  0.378123  0.43316   [0.002395288087427616, 0.008500895462930202, 0.006819752044975758]","GdZnCd","('Cd', 'Gd', 'Zn')","0.0","1.0","# generated using pymatgen
data_GdZnCd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.41177027
_cell_length_b   7.37816381
_cell_length_c   7.37303212
_cell_angle_alpha   119.92486620
_cell_angle_beta   90.00427090
_cell_angle_gamma   89.99257709
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdZnCd
_chemical_formula_sum   'Gd3 Zn3 Cd3'
_cell_volume   208.00139273
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.53756229  0.96300759  0.43344391  1
  Gd  Gd1  1  0.53680080  0.79375862  0.85061848  1
  Gd  Gd2  1  0.53693426  0.38597255  0.01943800  1
  Cd  Cd3  1  0.03663106  0.62520220  0.43473564  1
  Cd  Cd4  1  0.03618393  0.13400146  0.18630603  1
  Cd  Cd5  1  0.03602867  0.37969098  0.68165649  1
  Zn  Zn6  1  0.03610152  0.71241831  0.10082008  1
  Zn  Zn7  1  0.03638837  0.04483277  0.76683509  1
  Zn  Zn8  1  0.53598670  0.37812271  0.43316035  1
"
"Full Formula (Li1 Ce1 Cu2 Pb2)
Reduced Formula: LiCe(CuPb)2
abc   :   4.637581   4.638178   6.940097
angles:  90.037542  89.954153 119.905647
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  --------------------------------------------------------------------
  0  Li    0.447507  0.912002  0.404202  [-0.009776243939995766, 0.0024188943207263947, -0.04265163093805313]
  1  Ce    0.443679  0.914158  0.898543  [0.044480402022600174, -0.018626682460308075, 0.007341139018535614]
  2  Cu    0.779321  0.580439  0.1742    [-0.014137741178274155, -0.004733499139547348, 0.021381497383117676]
  3  Cu    0.11494   0.244648  0.604522  [-0.03132973983883858, 0.007785999681800604, 0.01807379722595215]
  4  Pb    0.111936  0.246535  0.177042  [0.005232770927250385, 0.008333509787917137, -0.003464996814727783]
  5  Pb    0.77995   0.578718  0.625038  [0.005530575290322304, 0.004821766167879105, -0.0006797760725021362]","LiCe(CuPb)2","('Ce', 'Cu', 'Li', 'Pb')","0.0","1.0","# generated using pymatgen
data_LiCe(CuPb)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.63758125
_cell_length_b   4.63817801
_cell_length_c   6.94009652
_cell_angle_alpha   90.03754187
_cell_angle_beta   89.95415337
_cell_angle_gamma   119.90564728
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCe(CuPb)2
_chemical_formula_sum   'Li1 Ce1 Cu2 Pb2'
_cell_volume   129.40380715
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.44750676  0.91200168  0.40420176  1
  Ce  Ce1  1  0.44367929  0.91415803  0.89854261  1
  Cu  Cu2  1  0.77932056  0.58043935  0.17420049  1
  Cu  Cu3  1  0.11493965  0.24464810  0.60452213  1
  Pb  Pb4  1  0.11193582  0.24653548  0.17704178  1
  Pb  Pb5  1  0.77994962  0.57871768  0.62503843  1
"
"Full Formula (Sm2 Al1 Fe3)
Reduced Formula: Sm2AlFe3
abc   :   5.313723   5.309144   5.313933
angles:  59.745667  59.713279  59.749563
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ---------------------------------------------------------------------
  0  Sm    0.658705  0.610423  0.439462  [0.005754783749580383, 0.016534196212887764, 0.00985804945230484]
  1  Sm    0.902746  0.853433  0.683505  [0.003262428566813469, 0.025433210656046867, 0.0060182418674230576]
  2  Al    0.282023  0.235899  0.062848  [0.010370220988988876, -0.016058973968029022, 0.016226381063461304]
  3  Fe    0.785624  0.230647  0.062129  [-0.011214470490813255, 0.0036713676527142525, -0.020893629640340805]
  4  Fe    0.27609   0.743532  0.056782  [0.005299808457493782, -0.03187136352062225, 0.010468943044543266]
  5  Fe    0.281409  0.230763  0.566361  [-0.01347271353006363, 0.002291490091010928, -0.02167789824306965]","Sm2AlFe3","('Al', 'Fe', 'Sm')","0.02191706652998063","2.0","# generated using pymatgen
data_Sm2AlFe3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.31372290
_cell_length_b   5.30914409
_cell_length_c   5.31393315
_cell_angle_alpha   59.74566710
_cell_angle_beta   59.71327851
_cell_angle_gamma   59.74956330
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm2AlFe3
_chemical_formula_sum   'Sm2 Al1 Fe3'
_cell_volume   105.36939286
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.65870452  0.61042330  0.43946195  1
  Sm  Sm1  1  0.90274627  0.85343252  0.68350452  1
  Al  Al2  1  0.28202301  0.23589857  0.06284770  1
  Fe  Fe3  1  0.78562366  0.23064656  0.06212940  1
  Fe  Fe4  1  0.27608972  0.74353211  0.05678244  1
  Fe  Fe5  1  0.28140921  0.23076258  0.56636122  1
"
"Full Formula (Eu4 Cu4)
Reduced Formula: EuCu
abc   :   4.951838   4.872016   8.473799
angles:  90.053399  90.044340  90.001325
pbc   :       True       True       True
Sites (8)
  #  SP           a          b         c  forces
---  ----  --------  ---------  --------  --------------------------------------------------------------------
  0  Eu    0.54523   -0.036531  0.422179  [-0.002567724324762821, 0.03468587249517441, 0.02855193056166172]
  1  Eu    0.045931   0.478601  0.580014  [0.0022623026743531227, -0.04756388068199158, 0.02311018854379654]
  2  Eu    0.046673   0.979288  0.914857  [-0.004900827072560787, -0.03392469882965088, -0.009657109156250954]
  3  Eu    0.545036   0.464419  0.091731  [0.0016913262661546469, 0.011358718387782574, -0.027540769428014755]
  4  Cu    0.546937   0.240634  0.750325  [-0.005209001712501049, -0.03301035612821579, 0.00913288164883852]
  5  Cu    0.044477   0.194098  0.252945  [0.004795755259692669, 0.037398576736450195, 0.017068292945623398]
  6  Cu    0.044358   0.696344  0.249275  [0.006588151678442955, 0.05390583723783493, -0.011261310428380966]
  7  Cu    0.546731   0.73777   0.756937  [-0.002660011872649193, -0.02285011112689972, -0.029404086992144585]","EuCu","('Cu', 'Eu')","0.0","2.0","# generated using pymatgen
data_EuCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.95183818
_cell_length_b   4.87201606
_cell_length_c   8.47379946
_cell_angle_alpha   90.05339936
_cell_angle_beta   90.04433979
_cell_angle_gamma   90.00132467
_symmetry_Int_Tables_number   1
_chemical_formula_structural   EuCu
_chemical_formula_sum   'Eu4 Cu4'
_cell_volume   204.43394933
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Eu  Eu0  1  0.54522963  -0.03653127  0.42217856  1
  Eu  Eu1  1  0.04593143  0.47860105  0.58001427  1
  Eu  Eu2  1  0.04667315  0.97928795  0.91485735  1
  Eu  Eu3  1  0.54503605  0.46441904  0.09173060  1
  Cu  Cu4  1  0.54693728  0.24063395  0.75032530  1
  Cu  Cu5  1  0.04447692  0.19409765  0.25294461  1
  Cu  Cu6  1  0.04435776  0.69634361  0.24927499  1
  Cu  Cu7  1  0.54673097  0.73776976  0.75693735  1
"
"Full Formula (Sm1 Gd1 Co2)
Reduced Formula: SmGdCo2
abc   :   3.963099   4.059757   5.605413
angles: 111.192936  90.019857  90.007955
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  forces
---  ----  --------  --------  --------  ---------------------------------------------------------------------
  0  Sm    0.560653  0.104056  0.290115  [0.003122661029919982, 0.027178332209587097, -0.02269306778907776]
  1  Gd    0.060792  0.392755  0.860916  [0.0054450794123113155, -0.0007621049880981445, 0.031426191329956055]
  2  Co    0.562853  0.815877  0.696058  [-0.015545014292001724, -0.036135923117399216, 0.014822661876678467]
  3  Co    0.062037  0.695     0.47772   [0.006977273151278496, 0.009719626978039742, -0.023555777966976166]","SmGdCo2","('Co', 'Gd', 'Sm')","0.0","2.0","# generated using pymatgen
data_SmGdCo2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.96309863
_cell_length_b   4.05975654
_cell_length_c   5.60541258
_cell_angle_alpha   111.19293568
_cell_angle_beta   90.01985707
_cell_angle_gamma   90.00795538
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmGdCo2
_chemical_formula_sum   'Sm1 Gd1 Co2'
_cell_volume   84.08721093
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.56065340  0.10405572  0.29011510  1
  Gd  Gd1  1  0.06079249  0.39275525  0.86091623  1
  Co  Co2  1  0.56285261  0.81587749  0.69605833  1
  Co  Co3  1  0.06203685  0.69499978  0.47771953  1
"
